,protid,P,S,C
0,x0000_X,32,260,8
1,x0001_X,67,448,13
2,x0002_X,72,472,17
3,x0003_X,79,625,37
4,x0004_X,118,874,43
5,x0005_X,107,616,18
6,x0006_X,143,868,24
7,x0007_X,156,982,38
8,x0008_X,178,1137,63
9,x0009_X,207,1228,50
10,x0010_X,176,1153,49
11,x0011_X,214,1410,87
12,x0012_X,249,1462,59
13,x0013_X,204,1296,40
14,x0014_X,250,1469,51
15,x0015_X,215,1330,51
16,x0016_X,277,1604,72
17,x0017_X,230,1359,64
18,x0018_X,214,1430,67
19,x0019_X,213,1268,59
20,x0020_X,232,1587,72
21,x0021_X,201,1396,56
22,x0022_X,245,1583,63
23,x0023_X,236,1589,66
24,x0024_X,243,1573,75
25,x0025_X,291,1951,104
26,x0026_X,271,1648,97
27,x0027_X,287,1930,129
28,x0028_X,314,1960,141
29,x0029_X,341,1946,128
30,x0030_X,276,1873,129
31,x0031_X,226,1748,106
32,x0032_X,229,1678,109
33,x0033_X,253,1783,109
34,x0034_X,255,1849,107
35,x0035_X,256,1433,81
36,x0036_X,295,1990,130
37,x0037_X,287,2110,159
38,x0038_X,488,2398,274
39,x0039_X,462,2168,220
40,x0040_X,567,2303,211
41,x0041_X,448,2143,184
42,x0042_X,470,2131,174
43,x0043_X,578,2410,172
44,x0044_X,386,2051,119
45,x0045_X,603,2774,193
46,x0046_X,822,2864,319
47,x0047_X,653,2800,288
48,x0048_X,722,2951,332
49,x0049_X,764,3187,327
50,x0050_X,807,3382,371
51,x0051_X,684,2774,283
52,x0052_X,580,2733,342
53,x0053_X,590,2760,305
54,x0054_X,606,2981,329
55,x0055_X,799,3417,344
56,x0056_X,640,3114,251
57,x0057_X,692,3387,292
58,x0058_X,622,3357,299
59,x0059_X,625,3724,307
60,x0060_X,758,3478,324
61,x0061_X,690,3384,297
62,x0062_X,711,3255,312
63,x0063_X,767,3354,344
64,x0064_X,904,3576,371
65,x0065_X,895,3932,426
66,x0066_X,853,3461,342
67,x0067_X,926,3633,391
68,x0068_X,881,3585,385
69,x0069_X,870,3555,426
70,x0070_X,863,3775,412
71,x0071_X,849,3560,344
72,x0072_X,931,3973,452
73,x0073_X,859,3289,412
74,x0074_X,841,3524,388
75,x0075_X,802,3930,419
76,x0076_X,860,3719,471
77,x0077_X,816,3630,604
78,x0078_X,894,3953,718
79,x0079_X,872,3882,706
80,x0080_X,879,3961,620
81,x0081_X,919,3669,665
82,x0082_X,1018,4630,907
83,x0083_X,1023,4251,831
84,x0084_X,940,3868,652
85,x0085_X,961,4337,697
86,x0086_X,1128,4725,933
87,x0087_X,1031,4865,890
88,x0088_X,1124,4645,1017
89,x0089_X,1175,4836,1010
90,x0090_X,1097,4921,885
91,x0091_X,1064,4831,891
92,x0092_X,1147,4906,968
93,x0093_X,1204,5150,1027
94,x0094_X,1079,5255,926
95,x0095_X,1098,5069,973
96,x0096_X,1117,4826,960
97,x0097_X,1190,5327,1109
98,x0098_X,1096,4604,970
99,x0099_X,834,4008,723
100,x0100_X,1099,4724,963
101,x0101_X,1244,5366,1140
102,x0102_X,1233,4817,1210
103,x0103_X,1285,5420,1296
104,x0104_X,1390,5777,1348
105,x0105_X,1335,5359,1434
106,x0106_X,1356,5712,1317
107,x0107_X,1384,5718,1283
108,x0108_X,1293,5450,1258
109,x0109_X,1441,5850,1355
110,x0110_X,1440,5760,1446
111,x0111_X,1466,5693,1487
112,x0112_X,1496,5781,1369
113,x0113_X,1446,6053,1546
114,x0114_X,1372,5329,1427
115,x0115_X,1573,5736,1602
116,x0116_X,1370,5610,1405
117,x0117_X,1558,6289,1606
118,x0118_X,1520,5802,1456
119,x0119_X,1439,5764,1443
120,x0120_X,1513,5845,1553
121,x0121_X,1494,5737,1415
122,x0122_X,1457,5880,1441
123,x0123_X,1546,5787,1445
124,x0124_X,1417,5529,1310
125,x0125_X,1534,6204,1442
126,x0126_X,1533,5988,1524
127,x0127_X,1363,5654,1368
128,x0128_X,1409,5266,1326
129,x0129_X,1550,5745,1351
130,x0130_X,1561,6122,1497
131,x0131_X,1472,6051,1388
132,x0132_X,1402,6100,1409
133,x0133_X,1488,6348,1480
134,x0134_X,1462,6059,1390
135,x0135_X,1463,6102,1480
136,x0136_X,1560,6189,1567
137,x0137_X,1499,5982,1430
138,x0138_X,1610,5919,1516
139,x0139_X,1584,6391,1478
140,x0140_X,1703,6547,1620
141,x0141_X,1757,6595,1659
142,x0142_X,1789,6381,1700
143,x0143_X,1741,6406,1723
144,x0144_X,1658,6099,1559
145,x0145_X,1687,6243,1661
146,x0146_X,1800,6601,1752
147,x0147_X,1624,6251,1578
148,x0148_X,1700,6432,1738
149,x0149_X,1761,5833,1722
150,x0150_X,1696,5749,1600
151,x0151_X,1746,6090,1755
152,x0152_X,1646,6564,1660
153,x0153_X,1665,6141,1647
154,x0154_X,1526,5895,1624
155,x0155_X,1766,6796,1734
156,x0156_X,1688,6641,1682
157,x0157_X,1645,6643,1582
158,x0158_X,1712,6536,1622
159,x0159_X,1690,6622,1558
160,x0160_X,1742,6324,1525
161,x0161_X,1715,6789,1649
162,x0162_X,1740,6726,1687
163,x0163_X,1703,6311,1577
164,x0164_X,1740,6530,1600
165,x0165_X,1767,6582,1662
166,x0166_X,1638,6406,1547
167,x0167_X,1695,5956,1529
168,x0168_X,1676,6059,1581
169,x0169_X,1658,6639,1573
170,x0170_X,1379,5249,1247
171,x0171_X,1689,6728,1594
172,x0172_X,1642,6472,1616
173,x0173_X,1687,6028,1738
174,x0174_X,1610,6354,1489
175,x0175_X,1745,6678,1588
176,x0176_X,1694,6468,1568
177,x0177_X,1608,5961,1476
178,x0178_X,1764,6942,1734
179,x0179_X,1605,6287,1561
180,x0180_X,1582,6199,1535
181,x0181_X,1734,5937,1645
182,x0182_X,1748,6440,1682
183,x0183_X,1895,6808,1737
184,x0184_X,1639,6176,1638
185,x0185_X,1715,6326,1689
186,x0186_X,1737,6754,1662
187,x0187_X,1815,6766,1859
188,x0188_X,1808,6539,1806
189,x0189_X,1740,6450,1680
190,x0190_X,1787,6531,1835
191,x0191_X,1769,6879,1792
192,x0192_X,1758,6495,1758
193,x0193_X,1786,6656,1854
194,x0194_X,1946,7127,1953
195,x0195_X,1824,6830,1786
196,x0196_X,1755,6866,1819
197,x0197_X,1839,6434,1880
198,x0198_X,1764,6684,1705
199,x0199_X,1834,7031,1866
200,x0200_X,1741,6870,1829
201,x0201_X,1827,6764,1849
202,x0202_X,1890,7110,1878
203,x0203_X,1999,7143,1884
204,x0204_X,1812,7028,1745
205,x0205_X,1775,7054,1756
206,x0206_X,2132,7453,2043
207,x0207_X,1886,6585,1825
208,x0208_X,1997,7201,1977
209,x0209_X,1764,6504,1743
210,x0210_X,1881,6786,1918
211,x0211_X,1922,6854,1809
212,x0212_X,1988,6979,1911
213,x0213_X,1873,6797,1770
214,x0214_X,1771,6485,1755
215,x0215_X,1746,6412,1712
216,x0216_X,1876,7075,1780
217,x0217_X,1932,7193,1901
218,x0218_X,1938,6831,1962
219,x0219_X,1815,6553,1785
220,x0220_X,1979,7149,1898
221,x0221_X,1830,6966,1789
222,x0222_X,1653,6395,1543
223,x0223_X,2009,6727,1995
224,x0224_X,1959,7149,1918
225,x0225_X,1910,6677,1853
226,x0226_X,1833,6694,1769
227,x0227_X,1724,6440,1706
228,x0228_X,1663,6240,1550
229,x0229_X,1663,6161,1629
230,x0230_X,1848,6732,1860
231,x0231_X,1799,6768,1729
232,x0232_X,1659,6021,1636
233,x0233_X,1819,6666,1811
234,x0234_X,1853,6400,1758
235,x0235_X,1986,7175,1865
236,x0236_X,1618,6510,1602
237,x0237_X,2025,7042,1959
238,x0238_X,1934,7050,1894
239,x0239_X,1927,6663,1850
240,x0240_X,1756,6360,1754
241,x0241_X,1903,6858,1824
242,x0242_X,2002,7066,1958
243,x0243_X,2076,7242,2007
244,x0244_X,1923,7019,1789
245,x0245_X,2156,7535,2090
246,x0246_X,1886,6943,1902
247,x0247_X,1997,7082,1947
248,x0248_X,1955,6981,1942
249,x0249_X,1928,6992,1958
250,x0250_X,2151,7159,2015
251,x0251_X,2084,7157,1934
252,x0252_X,2198,7260,2170
253,x0253_X,1848,6252,1770
254,x0254_X,2246,7285,2097
255,x0255_X,2084,7046,2045
256,x0256_X,1965,6832,1788
257,x0257_X,2024,7070,1932
258,x0258_X,1651,6772,1588
259,x0259_X,1962,6902,1721
260,x0260_X,2001,6910,1820
261,x0261_X,2049,6778,1758
262,x0262_X,1996,6733,1856
263,x0263_X,2265,7140,2223
264,x0264_X,1772,6223,1596
265,x0265_X,2017,6486,1793
266,x0266_X,1894,6768,1778
267,x0267_X,1799,6042,1612
268,x0268_X,1887,6526,1740
269,x0269_X,1615,6147,1554
270,x0270_X,2034,6881,1816
271,x0271_X,1839,6449,1723
272,x0272_X,1698,6014,1468
273,x0273_X,1886,6561,1706
274,x0274_X,1877,6625,1794
275,x0275_X,1733,6000,1583
276,x0276_X,1877,6467,1667
277,x0277_X,1854,6616,1826
278,x0278_X,1854,6312,1704
279,x0279_X,1816,6532,1663
280,x0280_X,1912,6777,1751
281,x0281_X,1981,6964,1786
282,x0282_X,1954,6514,1828
283,x0283_X,2078,6819,1981
