,protid,P,S,C
0,x0000_X,30,194,29
1,x0001_X,75,381,72
2,x0002_X,86,560,95
3,x0003_X,95,674,134
4,x0004_X,70,491,105
5,x0005_X,100,561,119
6,x0006_X,66,445,84
7,x0007_X,97,627,96
8,x0008_X,101,573,106
9,x0009_X,118,626,117
10,x0010_X,110,713,167
11,x0011_X,107,574,139
12,x0012_X,133,743,159
13,x0013_X,151,828,149
14,x0014_X,89,634,97
15,x0015_X,113,724,109
16,x0016_X,130,798,153
17,x0017_X,126,718,146
18,x0018_X,152,948,175
19,x0019_X,134,805,142
20,x0020_X,126,811,144
21,x0021_X,158,898,169
22,x0022_X,160,966,200
23,x0023_X,176,997,205
24,x0024_X,158,970,198
25,x0025_X,172,1071,242
26,x0026_X,187,1089,209
27,x0027_X,202,1211,240
28,x0028_X,209,1205,239
29,x0029_X,157,942,176
30,x0030_X,204,1172,277
31,x0031_X,219,1163,271
32,x0032_X,187,1147,262
33,x0033_X,190,1201,262
34,x0034_X,172,1057,256
35,x0035_X,209,1180,264
36,x0036_X,244,1224,302
37,x0037_X,219,1247,304
38,x0038_X,245,1288,358
39,x0039_X,255,1275,300
40,x0040_X,204,1188,261
41,x0041_X,183,971,277
42,x0042_X,187,1029,269
43,x0043_X,189,992,250
44,x0044_X,206,997,282
45,x0045_X,164,964,250
46,x0046_X,145,861,219
47,x0047_X,190,1055,295
48,x0048_X,149,873,253
49,x0049_X,160,944,274
50,x0050_X,187,1070,283
51,x0051_X,169,900,257
52,x0052_X,169,970,292
53,x0053_X,213,1094,346
54,x0054_X,148,843,234
55,x0055_X,221,1359,311
56,x0056_X,235,1392,326
57,x0057_X,223,1353,377
58,x0058_X,160,1011,260
59,x0059_X,185,1057,298
60,x0060_X,193,1200,260
61,x0061_X,181,1092,267
62,x0062_X,215,1189,307
63,x0063_X,259,1514,438
64,x0064_X,259,1388,369
65,x0065_X,250,1327,376
66,x0066_X,223,1239,368
67,x0067_X,265,1360,391
68,x0068_X,213,1160,338
69,x0069_X,287,1558,433
70,x0070_X,342,1759,455
71,x0071_X,363,1887,451
72,x0072_X,275,1548,388
73,x0073_X,409,1945,496
74,x0074_X,334,1617,395
75,x0075_X,259,1343,351
76,x0076_X,316,1619,411
77,x0077_X,264,1493,388
78,x0078_X,385,1901,489
79,x0079_X,395,1942,513
80,x0080_X,331,1683,471
81,x0081_X,383,1817,501
82,x0082_X,446,2087,548
83,x0083_X,360,1798,470
84,x0084_X,348,1798,482
85,x0085_X,383,1912,555
86,x0086_X,390,1952,508
87,x0087_X,378,1959,513
88,x0088_X,343,1638,434
89,x0089_X,331,1659,425
90,x0090_X,341,1869,491
91,x0091_X,329,1718,438
92,x0092_X,416,1990,520
93,x0093_X,457,2073,551
94,x0094_X,464,2127,569
95,x0095_X,354,1741,461
96,x0096_X,350,1754,452
97,x0097_X,400,1924,526
98,x0098_X,393,1995,538
99,x0099_X,406,1916,528
100,x0100_X,406,1977,543
101,x0101_X,392,1887,496
102,x0102_X,377,1886,512
103,x0103_X,384,1803,514
104,x0104_X,377,1847,477
105,x0105_X,354,1763,511
106,x0106_X,425,2053,525
107,x0107_X,360,1774,494
108,x0108_X,450,2130,580
109,x0109_X,432,2078,571
110,x0110_X,425,1954,547
111,x0111_X,417,1985,524
112,x0112_X,346,1722,488
113,x0113_X,494,2317,675
114,x0114_X,501,2208,612
115,x0115_X,397,1926,527
116,x0116_X,401,1948,501
117,x0117_X,388,1911,476
118,x0118_X,413,1936,501
119,x0119_X,488,2226,607
120,x0120_X,482,2393,611
121,x0121_X,397,1984,545
122,x0122_X,479,2234,608
123,x0123_X,437,2153,570
124,x0124_X,430,2223,587
125,x0125_X,453,2322,628
126,x0126_X,391,2000,535
127,x0127_X,401,2118,562
128,x0128_X,398,2086,519
129,x0129_X,396,2045,562
130,x0130_X,432,2220,588
131,x0131_X,427,2164,569
132,x0132_X,415,2152,593
133,x0133_X,389,2050,564
134,x0134_X,476,2389,621
135,x0135_X,482,2321,600
136,x0136_X,396,2014,516
137,x0137_X,456,2352,595
138,x0138_X,419,2178,563
139,x0139_X,363,1971,516
140,x0140_X,432,2214,594
141,x0141_X,370,1916,489
142,x0142_X,387,2053,563
143,x0143_X,403,2073,527
144,x0144_X,450,2266,605
145,x0145_X,429,2176,555
146,x0146_X,349,1806,473
147,x0147_X,360,1797,471
148,x0148_X,446,2239,636
149,x0149_X,394,1995,537
150,x0150_X,399,2104,578
151,x0151_X,324,1764,468
152,x0152_X,421,2147,592
153,x0153_X,430,2320,571
154,x0154_X,393,1993,540
155,x0155_X,373,2040,513
156,x0156_X,446,2231,563
157,x0157_X,432,2080,569
158,x0158_X,379,1844,478
159,x0159_X,452,2204,584
160,x0160_X,457,2293,571
161,x0161_X,472,2190,578
162,x0162_X,437,2176,547
163,x0163_X,450,2298,573
164,x0164_X,464,2198,578
165,x0165_X,414,2047,542
166,x0166_X,468,2337,598
167,x0167_X,380,1947,523
168,x0168_X,443,2121,596
169,x0169_X,463,2288,570
170,x0170_X,438,2281,602
171,x0171_X,486,2536,633
172,x0172_X,536,2529,676
173,x0173_X,411,2129,541
174,x0174_X,514,2423,633
175,x0175_X,490,2520,645
176,x0176_X,501,2509,645
177,x0177_X,491,2495,669
178,x0178_X,484,2441,645
179,x0179_X,454,2465,567
180,x0180_X,470,2408,608
181,x0181_X,459,2304,558
182,x0182_X,474,2378,634
183,x0183_X,440,2328,553
184,x0184_X,439,2331,551
185,x0185_X,489,2452,629
186,x0186_X,449,2376,578
187,x0187_X,525,2625,678
188,x0188_X,488,2462,620
189,x0189_X,459,2208,573
190,x0190_X,589,2857,740
191,x0191_X,469,2427,590
192,x0192_X,494,2496,665
193,x0193_X,492,2431,647
194,x0194_X,509,2641,678
195,x0195_X,484,2458,628
196,x0196_X,433,2246,561
197,x0197_X,493,2508,654
198,x0198_X,478,2492,685
199,x0199_X,464,2411,611
200,x0200_X,475,2477,618
201,x0201_X,406,2272,562
202,x0202_X,502,2593,646
203,x0203_X,504,2576,661
204,x0204_X,437,2153,570
205,x0205_X,453,2357,593
206,x0206_X,473,2285,645
207,x0207_X,443,2287,591
208,x0208_X,500,2516,639
209,x0209_X,505,2670,653
210,x0210_X,422,2318,581
211,x0211_X,493,2438,639
212,x0212_X,553,2575,700
213,x0213_X,505,2487,663
214,x0214_X,531,2549,661
215,x0215_X,522,2658,648
216,x0216_X,547,2520,674
217,x0217_X,556,2607,665
218,x0218_X,479,2394,613
219,x0219_X,507,2498,650
220,x0220_X,534,2569,638
221,x0221_X,483,2352,568
222,x0222_X,515,2441,699
223,x0223_X,499,2413,574
224,x0224_X,499,2330,574
225,x0225_X,515,2510,630
226,x0226_X,525,2396,565
227,x0227_X,535,2418,617
228,x0228_X,513,2396,577
229,x0229_X,386,2002,462
230,x0230_X,480,2350,573
231,x0231_X,472,2279,652
232,x0232_X,493,2370,623
233,x0233_X,492,2391,603
234,x0234_X,536,2418,616
235,x0235_X,406,2035,485
236,x0236_X,486,2317,600
237,x0237_X,496,2375,615
238,x0238_X,537,2387,646
239,x0239_X,483,2206,551
240,x0240_X,433,2115,533
241,x0241_X,441,2195,524
242,x0242_X,534,2402,634
243,x0243_X,450,2343,528
244,x0244_X,408,1966,476
245,x0245_X,380,1980,490
246,x0246_X,456,2095,530
247,x0247_X,386,1818,424
248,x0248_X,459,2153,469
249,x0249_X,426,2199,456
250,x0250_X,459,2047,497
251,x0251_X,427,1969,454
252,x0252_X,576,2511,654
253,x0253_X,462,2184,514
254,x0254_X,469,2162,529
255,x0255_X,517,2366,603
256,x0256_X,532,2508,615
257,x0257_X,453,2047,503
258,x0258_X,423,2039,464
259,x0259_X,535,2323,628
260,x0260_X,566,2409,595
261,x0261_X,506,2302,595
262,x0262_X,551,2345,590
263,x0263_X,475,2228,537
264,x0264_X,461,2166,533
265,x0265_X,448,2077,556
266,x0266_X,438,1952,536
267,x0267_X,476,1934,516
268,x0268_X,458,2005,540
269,x0269_X,501,2152,507
270,x0270_X,504,2010,567
271,x0271_X,612,2146,645
272,x0272_X,440,1606,439
273,x0273_X,570,2068,602
274,x0274_X,565,2098,577
275,x0275_X,573,1969,539
276,x0276_X,559,1903,541
277,x0277_X,459,1864,452
278,x0278_X,595,1967,598
279,x0279_X,491,1758,526
280,x0280_X,581,2031,628
281,x0281_X,549,1975,557
282,x0282_X,546,1897,560
283,x0283_X,606,1918,636
284,x0284_X,456,1818,427
285,x0285_X,499,1773,503
286,x0286_X,536,1832,482
