,protid,P,S,C
0,x0000_ ,2,3,1
1,x0001_ ,0,0,0
2,x0002_ ,0,1,0
3,x0003_ ,1,0,0
4,x0004_ ,0,3,0
5,x0005_ ,0,0,0
6,x0006_ ,0,0,0
7,x0007_ ,0,0,0
8,x0008_ ,3,0,0
9,x0009_ ,7,8,0
10,x0010_ ,6,15,0
11,x0011_ ,2,8,0
12,x0012_ ,0,1,0
13,x0013_ ,0,3,0
14,x0014_ ,22,9,5
15,x0015_ ,8,5,2
16,x0016_ ,22,0,23
17,x0017_ ,16,19,1
18,x0018_ ,59,8,11
19,x0019_ ,59,32,45
20,x0020_ ,75,90,25
21,x0021_ ,42,51,27
22,x0022_ ,25,33,20
23,x0023_ ,31,81,8
24,x0024_ ,90,89,31
25,x0025_ ,102,225,108
26,x0026_ ,58,117,15
27,x0027_ ,140,175,10
28,x0028_ ,231,99,21
29,x0029_ ,338,417,65
30,x0030_ ,104,51,16
31,x0031_ ,214,35,27
32,x0032_ ,161,16,76
33,x0033_ ,52,79,5
34,x0034_ ,68,48,4
35,x0035_ ,7,21,0
36,x0036_ ,5,4,1
37,x0037_ ,17,9,2
38,x0038_ ,35,18,2
39,x0039_ ,25,25,5
40,x0040_ ,28,25,2
41,x0041_ ,20,43,3
42,x0042_ ,35,30,1
43,x0043_ ,6,15,0
44,x0044_ ,4,16,1
45,x0045_ ,4,11,0
46,x0046_ ,12,15,1
47,x0047_ ,7,29,0
48,x0048_ ,5,5,0
49,x0049_ ,1,2,0
50,x0050_ ,2,12,1
51,x0051_ ,1,5,0
52,x0052_ ,4,11,0
53,x0053_ ,9,19,0
54,x0054_ ,3,3,0
55,x0055_ ,3,3,0
56,x0056_ ,5,10,0
57,x0057_ ,1,2,0
58,x0058_ ,9,5,1
59,x0059_ ,4,11,0
60,x0060_ ,3,7,0
61,x0061_ ,10,17,1
62,x0062_ ,3,7,0
63,x0063_ ,6,4,0
64,x0064_ ,9,5,1
65,x0065_ ,1,5,0
66,x0066_ ,6,0,0
67,x0067_ ,32,0,4
68,x0068_ ,21,0,0
69,x0069_ ,6,0,0
70,x0070_ ,5,5,5
