,protid,P,S,C
0,x0000_X,8083,57613,3682
1,x0001_X,4074,34595,2086
2,x0002_X,4776,33224,2470
3,x0003_X,4649,30024,1912
4,x0004_X,4132,30436,1747
5,x0005_X,4988,38905,2163
6,x0006_X,5708,39451,2119
7,x0007_X,5389,38222,2142
8,x0008_X,6555,40492,2408
9,x0009_X,7522,46145,3624
10,x0010_X,7506,48245,3245
11,x0011_X,6911,40586,2906
12,x0012_X,5965,39149,2781
13,x0013_X,6744,39965,3061
14,x0014_X,5702,35733,2818
15,x0015_X,6415,38641,3149
16,x0016_X,7324,44711,3576
17,x0017_X,6898,38151,2846
18,x0018_X,6841,46206,3906
19,x0019_X,7485,45050,3745
20,x0020_X,6083,38995,2817
21,x0021_X,5865,39577,3074
22,x0022_X,5643,38578,2750
23,x0023_X,7573,47793,3630
24,x0024_X,7260,45747,3609
25,x0025_X,6690,43997,3269
26,x0026_X,6388,40338,3044
27,x0027_X,7372,51585,3524
28,x0028_X,7414,45715,3824
29,x0029_X,7798,47693,4194
30,x0030_X,9028,53826,4674
31,x0031_X,7782,52745,4093
32,x0032_X,7062,47199,4050
33,x0033_X,7981,54683,4864
34,x0034_X,8025,52026,4210
35,x0035_X,6263,42257,3483
36,x0036_X,5880,41275,3248
37,x0037_X,6856,48632,4197
38,x0038_X,6065,46612,3939
39,x0039_X,6914,47968,4114
40,x0040_X,7786,54247,5495
41,x0041_X,7323,52503,5877
42,x0042_X,8201,55216,5589
43,x0043_X,8613,51879,5938
44,x0044_X,8078,52134,5491
45,x0045_X,8448,48641,6101
46,x0046_X,8582,48833,6488
47,x0047_X,8228,48039,6214
48,x0048_X,8286,49339,5921
49,x0049_X,9170,54209,6372
50,x0050_X,8957,55041,6502
51,x0051_X,8405,51624,6401
52,x0052_X,7967,45100,5244
53,x0053_X,8385,48226,5517
54,x0054_X,9350,54596,6930
55,x0055_X,8963,53374,6298
56,x0056_X,7860,44631,5139
57,x0057_X,8795,47776,5557
58,x0058_X,8532,47207,5336
59,x0059_X,7372,40133,4176
60,x0060_X,8452,45705,5528
61,x0061_X,9853,47954,6813
62,x0062_X,10171,51551,6913
63,x0063_X,7668,40686,5602
64,x0064_X,9792,47928,6541
65,x0065_X,8128,47201,6447
66,x0066_X,9381,49761,6924
67,x0067_X,9372,46556,5848
68,x0068_X,9676,46110,5990
69,x0069_X,9121,47987,6438
70,x0070_X,8224,42972,5757
71,x0071_X,9099,48117,6330
72,x0072_X,8112,42822,5346
73,x0073_X,9003,47579,6608
74,x0074_X,8837,49297,6846
75,x0075_X,7769,46194,5722
76,x0076_X,9049,51873,7343
77,x0077_X,8181,46071,6474
78,x0078_X,9648,51749,7981
79,x0079_X,10988,55625,9242
80,x0080_X,8174,42469,6648
81,x0081_X,9098,46343,6687
82,x0082_X,7703,42144,6098
83,x0083_X,8237,44207,6896
84,x0084_X,8913,48444,7623
85,x0085_X,9000,46471,7010
86,x0086_X,7878,43174,6239
87,x0087_X,7957,43305,6368
88,x0088_X,8475,42331,6824
89,x0089_X,8280,41421,6915
90,x0090_X,9870,51826,8429
91,x0091_X,8744,46086,7298
92,x0092_X,9161,50199,7435
93,x0093_X,9660,51510,8208
94,x0094_X,10176,50456,8003
95,x0095_X,10079,51693,8353
96,x0096_X,9434,44348,8346
97,x0097_X,9161,46043,7277
98,x0098_X,9460,47039,7047
99,x0099_X,8579,45409,6390
100,x0100_X,9084,41681,7546
101,x0101_X,9926,49034,7470
102,x0102_X,8895,47704,7662
103,x0103_X,10472,49526,7898
104,x0104_X,11815,55088,8952
105,x0105_X,11686,52972,8113
106,x0106_X,10232,49015,8281
107,x0107_X,10828,47103,8499
108,x0108_X,10730,51769,8754
109,x0109_X,11546,50637,7942
110,x0110_X,11924,51681,8405
111,x0111_X,11290,50696,8514
112,x0112_X,8719,46913,7558
113,x0113_X,10384,51339,9153
114,x0114_X,9564,46246,8451
115,x0115_X,9407,45150,8278
116,x0116_X,11049,51744,8838
117,x0117_X,10098,48990,8440
118,x0118_X,12540,56641,9029
