,protid,P,S,C
615,x0615_X,1107,2420,478
616,x0616_X,1238,2543,497
617,x0617_X,1234,2629,508
618,x0618_X,1176,2512,498
619,x0619_X,1291,2717,552
620,x0620_X,1164,2360,481
621,x0621_X,1121,2189,431
622,x0622_X,1135,2531,429
623,x0623_X,1193,2520,473
624,x0624_X,1348,2774,534
625,x0625_X,1146,2320,450
626,x0626_X,1259,2458,469
627,x0627_X,1232,2553,493
628,x0628_X,1305,2566,500
629,x0629_X,1229,2654,488
630,x0630_X,1209,2538,439
631,x0631_X,1181,2468,446
632,x0632_X,1229,2445,512
633,x0633_X,1327,2739,494
634,x0634_X,1240,2655,476
635,x0635_X,1274,2716,475
636,x0636_X,1201,2730,440
637,x0637_X,1208,2403,484
638,x0638_X,1316,2639,510
639,x0639_X,1174,2349,482
640,x0640_X,1290,2699,476
641,x0641_X,1116,2538,441
642,x0642_X,1197,2489,500
643,x0643_X,1163,2514,509
644,x0644_X,1251,2619,501
645,x0645_X,1231,2708,526
646,x0646_X,1124,2529,442
647,x0647_X,1240,2561,477
648,x0648_X,1207,2541,530
649,x0649_X,1312,2784,560
650,x0650_X,1310,2806,540
651,x0651_X,1238,2501,539
652,x0652_X,1242,2652,477
653,x0653_X,1296,2760,504
654,x0654_X,1257,2666,542
655,x0655_X,1163,2503,520
656,x0656_X,1197,2648,526
657,x0657_X,1260,2688,517
658,x0658_X,1176,2528,482
659,x0659_X,1370,2911,570
660,x0660_X,1292,2709,559
661,x0661_X,1193,2633,545
662,x0662_X,1140,2492,463
663,x0663_X,1382,2903,566
664,x0664_X,1300,2633,532
665,x0665_X,1238,2527,513
666,x0666_X,1327,2872,554
667,x0667_X,1281,2732,547
668,x0668_X,1289,2683,493
669,x0669_X,1185,2486,515
670,x0670_X,1241,2524,513
671,x0671_X,1117,2492,486
672,x0672_X,1189,2399,507
673,x0673_X,1328,2764,564
674,x0674_X,1179,2494,513
675,x0675_X,1101,2480,514
676,x0676_X,1214,2436,536
677,x0677_X,1145,2535,506
678,x0678_X,1120,2561,505
679,x0679_X,1111,2473,511
680,x0680_X,1150,2507,529
681,x0681_X,1211,2594,566
682,x0682_X,1161,2487,538
683,x0683_X,1303,2797,556
684,x0684_X,1199,2450,537
685,x0685_X,1186,2555,537
686,x0686_X,1141,2423,531
687,x0687_X,1187,2325,493
688,x0688_X,1158,2515,513
689,x0689_X,1241,2330,524
690,x0690_X,1184,2419,492
691,x0691_X,1030,2374,424
692,x0692_X,1219,2599,553
693,x0693_X,1137,2417,541
694,x0694_X,1322,2647,591
695,x0695_X,1168,2568,542
696,x0696_X,1100,2448,457
697,x0697_X,1249,2699,517
698,x0698_X,1122,2405,478
699,x0699_X,1145,2240,443
700,x0700_X,1146,2368,491
701,x0701_X,1130,2285,501
702,x0702_X,1143,2458,494
703,x0703_X,1112,2422,471
704,x0704_X,1080,2259,489
705,x0705_X,1212,2513,553
706,x0706_X,1208,2642,521
707,x0707_X,1134,2435,526
708,x0708_X,1019,2197,439
709,x0709_X,1120,2378,507
710,x0710_X,1110,2527,458
