,protid,P,S,C
0,x0000_X,33,143,14
1,x0001_X,22,157,11
2,x0002_X,24,177,9
3,x0003_X,19,162,9
4,x0004_X,36,190,5
5,x0005_X,21,178,11
6,x0006_X,40,243,17
7,x0007_X,36,230,10
8,x0008_X,40,270,15
9,x0009_X,46,270,9
10,x0010_X,30,212,11
11,x0011_X,23,218,12
12,x0012_X,29,306,16
13,x0013_X,34,327,17
14,x0014_X,58,409,29
15,x0015_X,44,342,20
16,x0016_X,54,329,23
17,x0017_X,36,322,20
18,x0018_X,44,321,13
19,x0019_X,38,317,23
20,x0020_X,44,323,11
21,x0021_X,59,472,30
22,x0022_X,44,394,27
23,x0023_X,42,291,18
24,x0024_X,59,410,27
25,x0025_X,50,331,25
26,x0026_X,63,370,32
27,x0027_X,57,346,32
28,x0028_X,91,528,47
29,x0029_X,76,510,44
30,x0030_X,68,449,44
31,x0031_X,57,409,30
32,x0032_X,92,537,37
33,x0033_X,74,383,39
34,x0034_X,76,455,30
35,x0035_X,45,340,21
36,x0036_X,122,546,35
37,x0037_X,138,549,54
38,x0038_X,150,691,62
39,x0039_X,52,362,21
40,x0040_X,126,470,34
41,x0041_X,115,692,54
42,x0042_X,93,503,34
43,x0043_X,118,578,45
44,x0044_X,112,542,49
45,x0045_X,131,676,54
46,x0046_X,93,502,35
47,x0047_X,62,357,16
48,x0048_X,139,620,61
49,x0049_X,126,646,48
50,x0050_X,115,588,38
51,x0051_X,155,682,66
52,x0052_X,138,660,63
53,x0053_X,120,651,49
54,x0054_X,151,694,58
55,x0055_X,150,692,61
56,x0056_X,122,609,49
57,x0057_X,165,901,62
58,x0058_X,161,856,64
59,x0059_X,192,880,56
60,x0060_X,157,813,65
61,x0061_X,211,1043,72
62,x0062_X,185,878,65
63,x0063_X,172,799,64
64,x0064_X,176,842,63
65,x0065_X,180,883,65
66,x0066_X,178,889,61
67,x0067_X,154,918,56
68,x0068_X,162,905,61
69,x0069_X,183,973,69
70,x0070_X,162,903,63
71,x0071_X,163,903,62
72,x0072_X,219,1127,85
73,x0073_X,198,1118,115
74,x0074_X,151,1028,96
75,x0075_X,194,1133,104
76,x0076_X,211,1226,103
77,x0077_X,176,1049,101
78,x0078_X,173,1050,103
79,x0079_X,177,1007,91
80,x0080_X,182,1089,107
81,x0081_X,202,1170,113
82,x0082_X,181,1143,107
83,x0083_X,166,1007,102
84,x0084_X,216,1320,117
85,x0085_X,197,1123,111
86,x0086_X,192,1234,114
87,x0087_X,204,1133,94
88,x0088_X,231,1300,122
89,x0089_X,252,1397,121
90,x0090_X,210,1176,99
91,x0091_X,262,1386,122
92,x0092_X,243,1246,107
93,x0093_X,274,1351,145
94,x0094_X,250,1384,136
95,x0095_X,188,1142,101
96,x0096_X,206,1326,121
97,x0097_X,252,1316,143
98,x0098_X,243,1228,125
99,x0099_X,247,1380,143
100,x0100_X,236,1245,115
101,x0101_X,389,1543,213
102,x0102_X,337,1529,214
103,x0103_X,351,1526,203
104,x0104_X,293,1351,186
105,x0105_X,363,1506,211
106,x0106_X,362,1580,203
107,x0107_X,385,1680,213
108,x0108_X,327,1391,173
109,x0109_X,307,1455,191
110,x0110_X,346,1529,205
111,x0111_X,373,1605,233
112,x0112_X,338,1546,196
113,x0113_X,345,1591,209
114,x0114_X,353,1508,219
115,x0115_X,340,1537,203
116,x0116_X,302,1484,167
117,x0117_X,292,1416,183
118,x0118_X,318,1450,185
119,x0119_X,392,1649,237
120,x0120_X,342,1591,212
121,x0121_X,363,1636,212
122,x0122_X,333,1488,195
123,x0123_X,363,1564,218
124,x0124_X,419,1744,252
125,x0125_X,333,1421,199
126,x0126_X,398,1648,232
127,x0127_X,391,1662,225
128,x0128_X,398,1514,233
129,x0129_X,345,1330,216
130,x0130_X,358,1418,177
131,x0131_X,404,1574,233
132,x0132_X,412,1617,249
133,x0133_X,450,1669,227
134,x0134_X,483,1797,276
135,x0135_X,457,1766,262
136,x0136_X,405,1543,197
137,x0137_X,421,1671,254
138,x0138_X,416,1624,238
139,x0139_X,516,1895,290
140,x0140_X,465,1707,243
141,x0141_X,365,1490,225
142,x0142_X,438,1673,235
143,x0143_X,412,1640,226
144,x0144_X,465,1734,286
145,x0145_X,441,1769,275
146,x0146_X,477,1853,298
147,x0147_X,493,1979,303
148,x0148_X,526,2002,322
149,x0149_X,415,1668,263
150,x0150_X,455,1682,278
151,x0151_X,405,1585,288
152,x0152_X,350,1430,236
153,x0153_X,375,1485,220
154,x0154_X,384,1527,234
155,x0155_X,325,1312,193
156,x0156_X,353,1344,194
157,x0157_X,483,1770,303
158,x0158_X,342,1407,204
159,x0159_X,324,1431,198
160,x0160_X,428,1673,245
161,x0161_X,470,1819,267
162,x0162_X,479,1876,273
163,x0163_X,392,1638,248
164,x0164_X,440,1698,277
165,x0165_X,593,1997,336
166,x0166_X,408,1672,266
167,x0167_X,442,1654,250
168,x0168_X,416,1546,249
169,x0169_X,386,1592,233
170,x0170_X,346,1385,222
171,x0171_X,405,1571,235
172,x0172_X,348,1446,222
173,x0173_X,302,1402,187
174,x0174_X,323,1430,200
175,x0175_X,322,1418,213
176,x0176_X,277,1206,170
177,x0177_X,459,1761,265
178,x0178_X,400,1507,238
179,x0179_X,425,1589,264
180,x0180_X,442,1776,267
181,x0181_X,434,1655,257
182,x0182_X,414,1693,239
183,x0183_X,376,1547,222
184,x0184_X,419,1672,255
185,x0185_X,375,1489,216
186,x0186_X,330,1294,206
187,x0187_X,351,1457,208
188,x0188_X,436,1595,247
189,x0189_X,342,1252,176
190,x0190_X,413,1481,251
191,x0191_X,270,1177,149
192,x0192_X,227,1161,152
193,x0193_X,308,1241,162
194,x0194_X,290,1115,135
195,x0195_X,252,1222,179
196,x0196_X,231,1095,159
197,x0197_X,298,1303,169
198,x0198_X,320,1346,164
199,x0199_X,233,998,147
200,x0200_X,210,990,126
201,x0201_X,275,1095,170
202,x0202_X,258,1058,169
203,x0203_X,211,982,133
204,x0204_X,245,1088,152
205,x0205_X,254,1034,143
206,x0206_X,250,1193,153
207,x0207_X,218,1014,146
208,x0208_X,263,1235,155
209,x0209_X,263,1272,176
210,x0210_X,225,1107,153
211,x0211_X,252,1080,153
212,x0212_X,273,1232,148
213,x0213_X,291,1286,193
214,x0214_X,325,1420,208
215,x0215_X,311,1394,186
216,x0216_X,316,1502,198
217,x0217_X,267,1391,172
218,x0218_X,354,1417,182
219,x0219_X,308,1401,182
220,x0220_X,314,1396,181
221,x0221_X,304,1405,182
222,x0222_X,344,1537,199
223,x0223_X,368,1581,196
224,x0224_X,291,1411,189
225,x0225_X,210,1148,127
226,x0226_X,340,1670,201
227,x0227_X,341,1538,201
228,x0228_X,246,1159,135
229,x0229_X,328,1632,185
230,x0230_X,340,1735,203
231,x0231_X,334,1380,177
232,x0232_X,291,1435,165
233,x0233_X,338,1609,198
234,x0234_X,323,1525,168
235,x0235_X,362,1532,186
236,x0236_X,306,1374,150
237,x0237_X,402,1679,197
238,x0238_X,377,1705,196
239,x0239_X,338,1660,213
240,x0240_X,351,1531,198
241,x0241_X,322,1407,162
242,x0242_X,365,1645,201
243,x0243_X,269,1381,180
244,x0244_X,272,1273,166
245,x0245_X,307,1483,163
246,x0246_X,295,1499,159
247,x0247_X,359,1645,207
248,x0248_X,355,1579,211
249,x0249_X,370,1584,191
250,x0250_X,353,1472,191
251,x0251_X,321,1518,177
252,x0252_X,325,1384,182
253,x0253_X,342,1542,196
254,x0254_X,346,1607,192
255,x0255_X,337,1448,168
256,x0256_X,333,1451,169
257,x0257_X,286,1437,168
258,x0258_X,326,1537,217
259,x0259_X,349,1549,182
260,x0260_X,320,1510,186
261,x0261_X,263,1558,195
262,x0262_X,295,1485,173
263,x0263_X,291,1429,171
264,x0264_X,206,1217,173
265,x0265_X,352,1518,210
266,x0266_X,365,1634,212
267,x0267_X,337,1478,201
268,x0268_X,412,1686,248
269,x0269_X,452,1767,266
270,x0270_X,453,1713,249
271,x0271_X,494,1851,283
272,x0272_X,511,1899,291
273,x0273_X,556,2010,360
274,x0274_X,526,1916,333
275,x0275_X,527,1934,314
276,x0276_X,512,1935,328
277,x0277_X,584,2141,356
278,x0278_X,498,1808,322
279,x0279_X,456,1677,282
280,x0280_X,476,1848,304
281,x0281_X,384,1554,273
282,x0282_X,387,1495,263
283,x0283_X,430,1644,272
284,x0284_X,567,2084,352
285,x0285_X,520,1983,347
286,x0286_X,523,1994,333
287,x0287_X,500,1887,314
288,x0288_X,576,2011,339
289,x0289_X,562,1852,361
290,x0290_X,619,2243,378
291,x0291_X,536,2047,343
292,x0292_X,641,2282,398
293,x0293_X,610,2242,388
294,x0294_X,669,2463,438
295,x0295_X,576,2156,349
296,x0296_X,651,2354,398
297,x0297_X,667,2340,396
298,x0298_X,635,2276,410
299,x0299_X,621,2213,406
300,x0300_X,668,2392,426
301,x0301_X,636,2275,410
302,x0302_X,651,2354,398
303,x0303_X,674,2317,412
304,x0304_X,625,2291,405
305,x0305_X,640,2302,379
