,protid,P,S,C
0,x0000_ ,3681,10379,2230
1,x0001_ ,3561,8147,1987
2,x0002_ ,3428,9304,1296
3,x0003_ ,3290,10725,1385
4,x0004_ ,3155,9094,1446
5,x0005_ ,4045,11045,1746
6,x0006_ ,3112,8390,1378
7,x0007_ ,2442,9207,1231
8,x0008_ ,3155,10065,1658
9,x0009_ ,3686,11085,1700
10,x0010_ ,3500,10778,1832
11,x0011_ ,3697,11858,2023
12,x0012_ ,4444,10829,2118
13,x0013_ ,4880,10126,2014
14,x0014_ ,5656,9935,1987
15,x0015_ ,5415,12956,2335
16,x0016_ ,4541,11744,2051
17,x0017_ ,4904,10845,2206
18,x0018_ ,4466,10891,1848
19,x0019_ ,5314,11861,2131
20,x0020_ ,5108,10332,2138
21,x0021_ ,3958,10952,1561
22,x0022_ ,4463,12059,2199
23,x0023_ ,3382,8695,1453
24,x0024_ ,3687,8549,1792
25,x0025_ ,4301,10162,1647
26,x0026_ ,4179,10355,1756
27,x0027_ ,4312,10300,1859
28,x0028_ ,5273,9944,2174
29,x0029_ ,5341,12645,2517
30,x0030_ ,5256,11904,2541
31,x0031_ ,4819,9534,2300
32,x0032_ ,4787,10834,2334
33,x0033_ ,5776,12697,3055
34,x0034_ ,4924,11235,2369
35,x0035_ ,5063,10301,2402
36,x0036_ ,5328,10899,2494
37,x0037_ ,4764,10626,2376
38,x0038_ ,5618,10524,2579
39,x0039_ ,4083,9529,2319
40,x0040_ ,4044,9440,2092
41,x0041_ ,4062,10206,2203
42,x0042_ ,5342,12543,2618
43,x0043_ ,4519,9540,2231
44,x0044_ ,3749,9017,2112
45,x0045_ ,4645,9311,2515
46,x0046_ ,4391,9791,2289
47,x0047_ ,4326,11109,2143
48,x0048_ ,4630,10633,2315
49,x0049_ ,4825,10445,2121
50,x0050_ ,5054,10508,2583
51,x0051_ ,3870,8695,1800
52,x0052_ ,4885,8741,2127
53,x0053_ ,3937,8506,1922
54,x0054_ ,5189,9849,2353
55,x0055_ ,4432,9470,2208
56,x0056_ ,4788,9065,2437
57,x0057_ ,4355,8578,1945
58,x0058_ ,4786,10551,2429
59,x0059_ ,4261,8770,2020
60,x0060_ ,4588,7813,1964
61,x0061_ ,3563,7981,1497
62,x0062_ ,3333,8094,1776
63,x0063_ ,4472,11713,2151
64,x0064_ ,3975,11148,1897
65,x0065_ ,4679,9388,2043
66,x0066_ ,4144,9739,2048
67,x0067_ ,4609,10794,2175
68,x0068_ ,4612,9563,2296
69,x0069_ ,4797,8898,2236
70,x0070_ ,5105,11062,2169
71,x0071_ ,5120,9043,2308
72,x0072_ ,5152,10332,2471
73,x0073_ ,4543,8401,2632
74,x0074_ ,4877,8884,2529
75,x0075_ ,5001,10557,2397
76,x0076_ ,4629,10554,2395
77,x0077_ ,4817,9909,2294
78,x0078_ ,5344,11909,2647
79,x0079_ ,4337,8888,2528
80,x0080_ ,5296,8985,2739
81,x0081_ ,5042,10297,2427
82,x0082_ ,5469,9559,2550
83,x0083_ ,5053,10606,2486
84,x0084_ ,4361,8060,2285
85,x0085_ ,5197,11068,3041
86,x0086_ ,5950,11066,3487
87,x0087_ ,6458,13156,3391
88,x0088_ ,4570,9839,2796
89,x0089_ ,4375,8096,2064
90,x0090_ ,5026,10828,2482
91,x0091_ ,5520,9690,2935
92,x0092_ ,5160,10716,2845
93,x0093_ ,4744,8446,2386
94,x0094_ ,4546,11082,2327
95,x0095_ ,5703,12764,2854
96,x0096_ ,5225,9817,2536
97,x0097_ ,4584,9957,2295
98,x0098_ ,5330,9962,2663
99,x0099_ ,4243,9330,2180
100,x0100_ ,6408,11786,3334
101,x0101_ ,5221,11137,3145
102,x0102_ ,5695,10732,3076
103,x0103_ ,4513,8168,2370
104,x0104_ ,4672,10661,2433
105,x0105_ ,6187,12825,3354
106,x0106_ ,5301,9554,2723
107,x0107_ ,5803,9482,2860
108,x0108_ ,5877,11695,2528
109,x0109_ ,5336,10696,3078
110,x0110_ ,4843,10115,2997
111,x0111_ ,5455,11608,2638
112,x0112_ ,4248,8430,2200
113,x0113_ ,4951,9446,2808
114,x0114_ ,5505,11384,2812
115,x0115_ ,6098,12201,3229
116,x0116_ ,4976,9528,2887
117,x0117_ ,4257,9078,2241
118,x0118_ ,5502,9887,2947
119,x0119_ ,5792,11693,2615
120,x0120_ ,5021,10566,2558
121,x0121_ ,5481,10275,2965
122,x0122_ ,5376,10693,2846
123,x0123_ ,5617,13305,3233
124,x0124_ ,6409,12851,3106
125,x0125_ ,5196,10735,2597
126,x0126_ ,6245,11030,3026
127,x0127_ ,4734,10608,2613
128,x0128_ ,5562,10260,3288
129,x0129_ ,6290,9791,3225
130,x0130_ ,5057,10446,2833
131,x0131_ ,4296,9186,2449
132,x0132_ ,5933,10898,3069
133,x0133_ ,5589,11031,2686
134,x0134_ ,4655,8781,2495
135,x0135_ ,4127,9429,2020
136,x0136_ ,4177,8397,2132
137,x0137_ ,4500,9161,2092
138,x0138_ ,4760,7385,1883
139,x0139_ ,3954,8124,1950
140,x0140_ ,4311,8888,2026
141,x0141_ ,4513,7895,1957
