,protid,P,S,C
0,x0000_X,3733,17459,1813
1,x0001_X,2902,12054,1334
2,x0002_X,2578,12504,1208
3,x0003_X,2263,10245,1187
4,x0004_X,2291,7950,1084
5,x0005_X,2085,9404,1072
6,x0006_X,2384,9926,1056
7,x0007_X,1963,8475,1038
8,x0008_X,2518,12451,1502
9,x0009_X,2091,10079,1033
10,x0010_X,1939,10037,1227
11,x0011_X,2295,11700,1405
12,x0012_X,1703,8880,1045
13,x0013_X,2125,11012,1398
14,x0014_X,2657,13842,2029
15,x0015_X,2069,11245,1737
16,x0016_X,2970,14746,2184
17,x0017_X,3038,14141,2324
18,x0018_X,2864,13299,2173
19,x0019_X,2968,13620,2327
20,x0020_X,2884,13924,2302
21,x0021_X,2830,13108,2207
22,x0022_X,3004,14725,2774
23,x0023_X,2984,13597,2529
24,x0024_X,3805,15978,3437
25,x0025_X,3270,13973,2857
26,x0026_X,3392,15712,2841
27,x0027_X,2926,12861,2549
28,x0028_X,3258,14189,2653
29,x0029_X,3263,15150,2702
30,x0030_X,3098,13254,2758
31,x0031_X,3127,15566,2628
32,x0032_X,3375,16644,2986
33,x0033_X,3070,13325,2715
34,x0034_X,3269,14326,2706
35,x0035_X,3104,12737,2687
36,x0036_X,3643,15263,3249
37,x0037_X,2826,12549,2391
38,x0038_X,2818,11906,2481
39,x0039_X,3202,12875,2644
40,x0040_X,2807,12356,2603
41,x0041_X,3021,13723,2562
42,x0042_X,2991,13842,2670
43,x0043_X,3121,15695,2712
44,x0044_X,2785,12937,2614
45,x0045_X,3007,12934,2587
46,x0046_X,3782,15376,3420
47,x0047_X,3152,14450,3104
48,x0048_X,3426,14669,3226
49,x0049_X,3096,13686,2919
50,x0050_X,3278,15053,2990
51,x0051_X,3525,15173,3247
52,x0052_X,3109,12507,2912
53,x0053_X,3280,13612,2809
54,x0054_X,3524,15570,2642
55,x0055_X,3074,13266,2381
56,x0056_X,2831,12993,2321
57,x0057_X,3099,13236,2580
58,x0058_X,3068,15345,2497
59,x0059_X,3041,15221,2444
60,x0060_X,3406,16557,3042
61,x0061_X,3196,15763,2569
62,x0062_X,2532,12496,1992
63,x0063_X,2761,15064,2476
64,x0064_X,2836,12686,2623
65,x0065_X,3118,12336,2691
66,x0066_X,3197,14350,2553
67,x0067_X,3807,13867,3236
68,x0068_X,3072,12636,2437
69,x0069_X,4035,16325,3293
70,x0070_X,3558,14958,3220
71,x0071_X,3526,14148,2829
72,x0072_X,3482,15383,3080
73,x0073_X,3008,13679,2423
74,x0074_X,2660,12315,2416
75,x0075_X,3395,14617,2898
76,x0076_X,3554,14818,2949
77,x0077_X,3228,12500,2608
78,x0078_X,3493,14295,2918
79,x0079_X,4114,15720,3171
80,x0080_X,4157,15702,3361
81,x0081_X,3778,14843,3115
82,x0082_X,4115,15423,3682
83,x0083_X,3837,15926,3457
84,x0084_X,4257,17143,4025
85,x0085_X,4597,18016,3952
86,x0086_X,3704,17000,3827
87,x0087_X,3097,15474,2957
88,x0088_X,3733,17105,3693
89,x0089_X,3094,13830,3176
90,x0090_X,3606,15685,3500
91,x0091_X,3751,17094,3908
92,x0092_X,3095,13960,2845
93,x0093_X,4222,18967,4072
94,x0094_X,3675,16647,3768
95,x0095_X,3366,14715,3447
96,x0096_X,4741,16163,4521
97,x0097_X,4576,17755,4004
98,x0098_X,4756,20796,4583
99,x0099_X,4494,18481,4755
100,x0100_X,4052,16351,4128
101,x0101_X,3556,17425,3550
102,x0102_X,4313,18480,4235
103,x0103_X,3669,15180,3517
104,x0104_X,4390,17474,4242
105,x0105_X,2876,11131,2646
106,x0106_X,3017,10473,2620
107,x0107_X,4663,14924,3633
108,x0108_X,4589,15120,3944
109,x0109_X,4299,15013,3908
110,x0110_X,4282,15204,3519
111,x0111_X,3848,13563,3295
112,x0112_X,4549,16612,3592
113,x0113_X,4617,14761,3627
114,x0114_X,3380,12330,3011
115,x0115_X,4363,13606,3559
116,x0116_X,3087,12872,2956
117,x0117_X,3440,14145,2918
118,x0118_X,3633,12574,2903
119,x0119_X,3645,12383,3082
120,x0120_X,4589,15174,3673
121,x0121_X,4567,12888,3866
122,x0122_X,4616,13483,3637
123,x0123_X,5175,15363,3772
124,x0124_X,5394,15811,4446
125,x0125_X,5680,15529,3991
126,x0126_X,4064,11804,3438
127,x0127_X,4759,13020,3957
128,x0128_X,4057,13780,3484
129,x0129_X,4178,14826,3574
130,x0130_X,4421,13845,3889
131,x0131_X,3856,12157,3490
132,x0132_X,5027,15092,4191
133,x0133_X,3952,14407,3796
134,x0134_X,4589,14551,4080
135,x0135_X,5145,15126,4260
136,x0136_X,4238,14130,3368
137,x0137_X,4116,13346,3448
138,x0138_X,4547,14184,3847
139,x0139_X,4348,15713,3810
140,x0140_X,4002,13991,3743
141,x0141_X,4745,16577,4329
142,x0142_X,4615,16214,3702
143,x0143_X,4702,15890,3939
144,x0144_X,4113,15265,3413
145,x0145_X,4104,13142,3257
146,x0146_X,3622,12444,3240
147,x0147_X,4412,15833,3845
148,x0148_X,5189,16656,4490
149,x0149_X,4341,14668,3782
150,x0150_X,4294,14754,3743
151,x0151_X,4519,14598,3888
152,x0152_X,4303,14962,3740
153,x0153_X,4179,14277,3489
154,x0154_X,4100,15170,3735
155,x0155_X,4663,14510,3618
156,x0156_X,4907,15711,4135
157,x0157_X,4344,13166,3400
158,x0158_X,4482,14649,3660
159,x0159_X,4582,15689,4039
160,x0160_X,4063,14096,3577
161,x0161_X,3830,12421,3252
162,x0162_X,3448,12216,3057
163,x0163_X,3400,12147,2981
164,x0164_X,2993,10690,2788
165,x0165_X,3403,12482,3030
166,x0166_X,3704,13810,3396
167,x0167_X,3397,12546,2972
168,x0168_X,3466,13152,3282
169,x0169_X,4516,15477,4097
170,x0170_X,3946,15674,3600
171,x0171_X,3629,13538,3336
172,x0172_X,4590,17288,4228
173,x0173_X,5756,19608,5017
174,x0174_X,4933,16546,4172
175,x0175_X,4006,14617,3532
176,x0176_X,5324,18572,4784
177,x0177_X,4793,17305,4467
178,x0178_X,4276,15725,3870
179,x0179_X,4368,16423,3962
180,x0180_X,4184,14944,3663
181,x0181_X,4184,15350,3471
182,x0182_X,4576,16436,3964
183,x0183_X,4538,15625,3490
184,x0184_X,5145,18976,4320
185,x0185_X,4671,14988,3561
186,x0186_X,4355,14065,3525
187,x0187_X,4229,15193,3583
188,x0188_X,4502,17029,4120
189,x0189_X,4421,17365,3865
190,x0190_X,4030,15832,3791
191,x0191_X,4025,15608,3803
192,x0192_X,4879,17457,4692
193,x0193_X,4470,17768,4327
194,x0194_X,4468,16986,3971
195,x0195_X,4489,16383,4104
196,x0196_X,3980,14179,3162
197,x0197_X,4675,17223,3980
198,x0198_X,3802,14072,3447
199,x0199_X,3721,13841,2941
200,x0200_X,3922,15845,3669
201,x0201_X,4225,15976,3452
202,x0202_X,3801,14597,3547
203,x0203_X,3170,12532,2826
204,x0204_X,3854,13915,3552
205,x0205_X,4916,18529,4521
206,x0206_X,3773,14804,3159
207,x0207_X,3786,15022,3137
208,x0208_X,4749,18031,4481
209,x0209_X,4247,16543,3963
210,x0210_X,3935,15219,3851
211,x0211_X,4390,16276,3865
212,x0212_X,4698,15554,4058
213,x0213_X,4915,16431,4079
214,x0214_X,4756,15809,4411
215,x0215_X,4643,14610,3967
216,x0216_X,4424,15752,3914
217,x0217_X,4805,15732,4216
218,x0218_X,5001,16635,4470
219,x0219_X,4666,15817,4048
220,x0220_X,4427,15691,3753
221,x0221_X,5005,17526,4265
222,x0222_X,5207,17491,4797
223,x0223_X,4616,15112,3708
224,x0224_X,4359,15314,3763
225,x0225_X,5082,16838,4415
226,x0226_X,4524,15450,3897
227,x0227_X,4960,16367,4098
228,x0228_X,4603,16311,3839
229,x0229_X,4922,16421,3857
230,x0230_X,4077,14108,3343
231,x0231_X,4603,15242,4245
232,x0232_X,4463,14889,4084
233,x0233_X,4852,15802,4322
234,x0234_X,4860,15879,4014
235,x0235_X,4272,14280,3603
236,x0236_X,4937,16118,4145
237,x0237_X,4683,16375,4142
238,x0238_X,4569,14834,4033
239,x0239_X,4778,16053,4145
240,x0240_X,4412,14139,3815
241,x0241_X,4381,14594,4030
242,x0242_X,5095,16523,4488
243,x0243_X,4510,14708,3573
244,x0244_X,4238,13806,3692
245,x0245_X,4800,15466,3824
246,x0246_X,4423,15211,3586
247,x0247_X,4840,15790,4346
248,x0248_X,4076,12457,3168
249,x0249_X,4059,12305,3139
250,x0250_X,4676,15395,3582
251,x0251_X,4006,12174,3126
252,x0252_X,4268,14502,3175
253,x0253_X,4380,14289,3697
254,x0254_X,3773,12036,3106
255,x0255_X,3957,12006,3343
256,x0256_X,4824,15899,3808
257,x0257_X,4752,15621,3937
258,x0258_X,4601,14994,4276
259,x0259_X,4281,14184,3690
260,x0260_X,4424,14985,3811
261,x0261_X,4347,14320,3699
262,x0262_X,4569,14518,3491
263,x0263_X,5132,15576,4268
264,x0264_X,4965,15946,3620
265,x0265_X,5247,16100,4078
266,x0266_X,4347,13921,3677
267,x0267_X,4327,13869,3332
268,x0268_X,4712,15338,3386
269,x0269_X,4691,15337,3408
270,x0270_X,3812,12620,3071
271,x0271_X,4720,14844,3227
272,x0272_X,5068,15570,3233
273,x0273_X,4655,15451,3114
274,x0274_X,4451,15050,3077
275,x0275_X,4828,15383,3225
276,x0276_X,4929,17836,3341
277,x0277_X,4353,15202,3023
278,x0278_X,4220,14423,3093
279,x0279_X,5448,17418,3699
280,x0280_X,4441,14678,3036
281,x0281_X,5102,17394,3610
282,x0282_X,4017,13920,3178
283,x0283_X,3459,14316,2931
284,x0284_X,2896,12475,2395
285,x0285_X,2908,11462,2466
286,x0286_X,3957,14686,3302
287,x0287_X,3737,14003,2966
288,x0288_X,4033,14766,2937
289,x0289_X,3730,14125,2851
290,x0290_X,3649,13440,2612
291,x0291_X,3665,14384,3066
292,x0292_X,3895,15648,3462
293,x0293_X,5081,20766,3799
294,x0294_X,4336,15111,3131
295,x0295_X,4649,16219,3663
296,x0296_X,4433,14829,3104
297,x0297_X,5205,17824,3536
298,x0298_X,4910,18551,3800
299,x0299_X,4115,13659,2729
300,x0300_X,4538,17138,2855
301,x0301_X,4393,17159,2979
302,x0302_X,4208,15747,2836
303,x0303_X,4619,15911,3123
304,x0304_X,5076,17820,3669
305,x0305_X,5677,18425,4101
306,x0306_X,3866,13335,3100
307,x0307_X,4770,17292,3589
308,x0308_X,4228,15172,2966
309,x0309_X,4389,14964,3013
310,x0310_X,3737,13571,2792
311,x0311_X,3233,11126,2294
312,x0312_X,3470,12182,2493
313,x0313_X,4123,13868,3330
314,x0314_X,4297,14965,3316
315,x0315_X,4067,14763,2906
