,protid,P,S,C
0,x0000_X,13948,35379,3648
1,x0001_X,9121,16456,2626
2,x0002_X,9013,16720,2470
3,x0003_X,8419,16547,2529
4,x0004_X,5646,12476,1778
5,x0005_X,7894,14421,2216
6,x0006_X,8173,18911,2562
7,x0007_X,7362,14524,2645
8,x0008_X,10853,21187,3471
9,x0009_X,11275,17577,2774
10,x0010_X,9506,15734,2490
11,x0011_X,9615,17933,3080
12,x0012_X,8883,16482,2601
13,x0013_X,8296,14862,2267
14,x0014_X,11119,18245,3276
15,x0015_X,9972,17300,3356
16,x0016_X,8990,17301,2870
17,x0017_X,9496,16049,3135
18,x0018_X,9810,14474,3211
19,x0019_X,10664,16252,3465
20,x0020_X,8919,15537,3039
21,x0021_X,9341,14568,3119
22,x0022_X,10577,19579,2997
23,x0023_X,10294,18645,2687
24,x0024_X,8916,17281,2723
25,x0025_X,7756,15728,2851
26,x0026_X,6753,13220,2182
27,x0027_X,7479,12864,2448
28,x0028_X,9171,15068,2789
29,x0029_X,7467,16415,2683
30,x0030_X,8555,17310,2815
31,x0031_X,7514,19333,3043
32,x0032_X,8136,18731,3268
33,x0033_X,6216,16479,2730
34,x0034_X,5014,16362,2495
35,x0035_X,5697,18309,2559
36,x0036_X,5687,17031,2258
37,x0037_X,6434,18320,2507
38,x0038_X,7852,18484,3067
39,x0039_X,8613,17578,3455
40,x0040_X,8018,21993,3142
41,x0041_X,8187,19000,3441
42,x0042_X,10050,17583,3993
43,x0043_X,10286,20631,4328
44,x0044_X,9030,18636,3960
45,x0045_X,8472,16143,3588
46,x0046_X,10395,19029,4506
47,x0047_X,9496,15669,3996
48,x0048_X,9622,18384,4125
49,x0049_X,9186,16850,3610
50,x0050_X,8507,15522,3232
51,x0051_X,9727,18385,4019
52,x0052_X,9231,18507,4140
53,x0053_X,10316,19203,5197
54,x0054_X,10069,17386,4676
55,x0055_X,7938,15828,3495
56,x0056_X,10136,20075,4242
57,x0057_X,10658,21264,4663
58,x0058_X,8431,16181,3591
59,x0059_X,9877,17793,3956
60,x0060_X,8927,17301,3907
61,x0061_X,7520,15567,3248
62,x0062_X,8517,15346,3398
63,x0063_X,9912,18517,4467
64,x0064_X,9998,18576,4066
65,x0065_X,10805,20986,4524
66,x0066_X,11788,20010,5330
67,x0067_X,11677,18587,4716
68,x0068_X,14792,22413,5866
69,x0069_X,9690,17395,4290
70,x0070_X,10220,16663,4743
71,x0071_X,11289,17430,4434
72,x0072_X,10413,17538,3927
73,x0073_X,10927,21383,4275
74,x0074_X,9047,17004,3352
75,x0075_X,10421,17868,3842
76,x0076_X,12164,20857,5482
77,x0077_X,13216,20611,5233
78,x0078_X,9086,16791,4013
79,x0079_X,11064,19583,4598
80,x0080_X,12656,17291,4769
81,x0081_X,11049,16876,4206
82,x0082_X,14123,22586,5196
83,x0083_X,13596,20033,4321
84,x0084_X,14776,24846,5228
85,x0085_X,14283,21535,5798
86,x0086_X,12599,21716,4745
87,x0087_X,12338,22331,4671
88,x0088_X,11499,22340,4387
89,x0089_X,11988,18633,4095
90,x0090_X,9622,18644,3612
91,x0091_X,11190,20513,4343
92,x0092_X,10829,22144,4155
93,x0093_X,9928,19574,3651
94,x0094_X,12091,22707,4262
95,x0095_X,10129,21335,4047
