,Cstar factor
431,0.11045454545454544
432,0.10732558139534883
433,0.04911111111111111
434,0.07042857142857142
435,0.17351851851851854
436,0.06807692307692308
437,2.5000000000000004
438,0.018994252873563218
439,0.028191489361702116
440,0.01
441,0.0099
442,0.035296610169491524
443,0.049887640449438206
444,2.5000000000000004
445,0.14968750000000003
446,0.17351851851851854
447,0.12096153846153848
448,0.0912121212121212
449,0.12354166666666666
450,0.115
451,0.11976190476190475
452,0.083
453,0.05282608695652173
454,0.03492537313432836
455,0.03142857142857143
456,0.0225
457,0.030098039215686274
458,0.05074074074074074
459,0.023813559322033898
460,0.033823529411764704
461,0.027499999999999993
462,0.01437956204379562
463,0.02337837837837838
464,0.015000000000000001
465,0.014166666666666668
466,0.019710743801652896
467,0.03771084337349397
468,0.0325
469,0.035
470,0.02053333333333333
471,0.03292857142857142
472,0.057222222222222216
473,0.04
474,0.023947368421052634
475,0.045729166666666675
476,0.12921052631578944
477,0.08775862068965515
478,0.05363636363636364
479,0.1546428571428571
480,0.26333333333333336
481,0.49400000000000005
482,0.8333333333333334
483,0.43166666666666664
484,0.053536585365853664
485,0.42625
486,0.06641509433962263
487,0.04635416666666667
488,0.09346153846153846
489,0.11378378378378376
490,0.06958333333333333
491,0.16642857142857137
492,0.11976190476190475
493,0.03
494,0.022692307692307685
495,0.06
496,0.02295774647887323
497,0.026595744680851064
498,0.029621212121212118
499,0.1865217391304348
500,0.043370786516853936
501,0.09235294117647058
502,0.029621212121212118
503,0.016540540540540542
504,0.02
505,0.02
506,0.030546875
507,0.304375
508,0.16611111111111113
509,0.10762500000000001
510,0.5122222222222222
511,4.63
512,0.28375
513,1.1325
514,0.23578947368421055
515,0.16642857142857137
516,0.1625
517,0.1357142857142857
518,0.11222222222222222
519,0.26333333333333336
520,0.0646875
521,0.16571428571428568
522,0.08096774193548387
523,0.08775862068965515
524,0.12921052631578944
525,0.03175
526,0.03771084337349397
527,0.1546428571428571
528,0.01761904761904762
529,0.044342105263157905
530,0.04957446808510638
531,0.03232558139534884
532,0.1625
533,0.06641509433962263
534,0.42625
535,0.11045454545454544
536,0.04219999999999999
537,0.11785714285714285
