,protid,P,S,C
0,x0000_X,6,57,3
1,x0001_X,22,108,6
2,x0002_X,38,163,9
3,x0003_X,27,121,5
4,x0004_X,25,139,7
5,x0005_X,24,124,5
6,x0006_X,23,110,3
7,x0007_X,26,140,5
8,x0008_X,29,139,3
9,x0009_X,24,124,5
10,x0010_X,15,102,3
11,x0011_X,14,116,6
12,x0012_X,10,106,4
13,x0013_X,6,68,4
14,x0014_X,15,102,3
15,x0015_X,19,82,4
16,x0016_X,30,100,6
17,x0017_X,43,156,11
18,x0018_X,25,120,8
19,x0019_X,25,141,5
20,x0020_X,59,164,8
21,x0021_X,47,174,10
22,x0022_X,53,129,8
23,x0023_X,41,105,7
24,x0024_X,40,125,6
25,x0025_X,32,97,7
26,x0026_X,49,134,7
27,x0027_X,41,126,4
28,x0028_X,52,130,8
29,x0029_X,41,144,5
30,x0030_X,62,200,14
31,x0031_X,54,167,10
32,x0032_X,44,136,10
33,x0033_X,47,155,8
34,x0034_X,52,166,13
35,x0035_X,52,187,14
36,x0036_X,37,162,11
37,x0037_X,43,154,13
38,x0038_X,61,217,22
39,x0039_X,35,144,11
40,x0040_X,34,143,13
41,x0041_X,38,160,12
42,x0042_X,38,140,12
43,x0043_X,53,272,26
44,x0044_X,74,251,26
45,x0045_X,59,266,26
46,x0046_X,73,298,35
47,x0047_X,81,294,31
48,x0048_X,88,261,29
49,x0049_X,59,293,26
50,x0050_X,55,248,22
51,x0051_X,91,288,27
52,x0052_X,99,305,31
53,x0053_X,69,310,27
54,x0054_X,70,283,25
55,x0055_X,72,283,23
56,x0056_X,66,239,20
57,x0057_X,108,389,31
58,x0058_X,104,389,35
59,x0059_X,120,364,44
60,x0060_X,114,313,38
61,x0061_X,78,321,36
62,x0062_X,93,399,36
63,x0063_X,78,251,22
64,x0064_X,100,304,31
65,x0065_X,107,301,27
66,x0066_X,108,377,43
67,x0067_X,118,340,38
68,x0068_X,75,247,29
69,x0069_X,106,295,34
70,x0070_X,122,365,41
71,x0071_X,120,346,30
72,x0072_X,88,266,24
73,x0073_X,103,327,35
74,x0074_X,110,297,28
75,x0075_X,124,342,30
76,x0076_X,90,293,23
77,x0077_X,93,289,24
78,x0078_X,126,311,28
79,x0079_X,88,311,36
80,x0080_X,96,257,25
81,x0081_X,129,326,41
82,x0082_X,102,382,44
83,x0083_X,99,254,25
84,x0084_X,109,298,28
85,x0085_X,112,315,38
86,x0086_X,76,232,17
87,x0087_X,124,334,38
88,x0088_X,106,354,36
89,x0089_X,100,307,28
90,x0090_X,113,292,30
91,x0091_X,92,289,25
92,x0092_X,129,364,35
93,x0093_X,110,326,29
94,x0094_X,113,370,45
95,x0095_X,134,418,43
96,x0096_X,110,318,37
97,x0097_X,122,359,47
98,x0098_X,135,356,37
99,x0099_X,85,293,28
100,x0100_X,112,320,33
101,x0101_X,98,284,24
102,x0102_X,132,382,47
103,x0103_X,131,386,44
104,x0104_X,119,341,36
