,protid,P,S,C
0,x0000_X,13387,35624,3639
1,x0001_X,10621,20431,3401
2,x0002_X,11421,17827,3905
3,x0003_X,8344,16872,2514
4,x0004_X,10501,18229,3148
5,x0005_X,12272,21273,3856
6,x0006_X,11923,21807,4220
7,x0007_X,12295,18502,3919
8,x0008_X,13067,19834,4500
9,x0009_X,12805,17680,4495
10,x0010_X,12097,17732,4101
11,x0011_X,12516,20780,4654
12,x0012_X,12436,21327,4463
13,x0013_X,12336,19954,4566
14,x0014_X,13119,22597,4754
15,x0015_X,12437,19164,4714
16,x0016_X,12304,19010,4197
17,x0017_X,14285,22867,5334
18,x0018_X,11931,20500,4154
19,x0019_X,12264,19182,4600
20,x0020_X,12429,23235,4522
21,x0021_X,14062,21050,5074
22,x0022_X,10683,18378,3835
23,x0023_X,12161,19646,4239
24,x0024_X,10434,19094,3883
25,x0025_X,12684,22249,4688
26,x0026_X,11125,19146,3920
27,x0027_X,11294,20356,4128
28,x0028_X,13163,18164,4184
29,x0029_X,11736,19749,4026
30,x0030_X,14300,21597,4858
31,x0031_X,11576,17919,3658
32,x0032_X,12807,20521,4073
33,x0033_X,13295,20809,4956
34,x0034_X,12931,19577,4077
35,x0035_X,11087,18510,3556
36,x0036_X,12582,19082,3316
37,x0037_X,12684,20114,3787
38,x0038_X,13295,21068,3863
39,x0039_X,11693,17710,3493
40,x0040_X,13616,19193,4319
41,x0041_X,14060,20483,4797
42,x0042_X,13828,20923,4309
43,x0043_X,13694,21454,4192
44,x0044_X,15899,23984,4967
45,x0045_X,13608,21955,4907
46,x0046_X,14637,21263,4855
47,x0047_X,14229,23390,4576
48,x0048_X,14250,20701,4670
49,x0049_X,13479,20099,4648
50,x0050_X,12658,17689,4633
51,x0051_X,16061,20927,5790
52,x0052_X,12835,16809,4286
53,x0053_X,14815,21453,4487
54,x0054_X,13835,20229,4439
55,x0055_X,15601,20560,4880
56,x0056_X,13631,19693,4351
57,x0057_X,14173,18186,4497
58,x0058_X,14948,20071,4321
59,x0059_X,14323,20635,4382
60,x0060_X,13922,18482,4181
61,x0061_X,14166,17839,4580
62,x0062_X,12471,17183,3499
63,x0063_X,11237,16661,3728
64,x0064_X,14008,19684,4258
65,x0065_X,13160,19091,3795
66,x0066_X,13887,19408,4106
67,x0067_X,13383,20545,4298
68,x0068_X,13392,20762,4349
69,x0069_X,14531,18952,4467
70,x0070_X,12507,17197,4226
71,x0071_X,13115,19474,3996
72,x0072_X,12841,18727,3943
73,x0073_X,12976,17860,4144
74,x0074_X,11535,14273,4082
75,x0075_X,13459,18954,4443
76,x0076_X,12619,15968,3798
77,x0077_X,13348,18264,4703
78,x0078_X,11204,15956,3716
79,x0079_X,13643,16277,4271
80,x0080_X,13375,17553,4317
81,x0081_X,14681,18146,4574
82,x0082_X,13305,16518,3588
83,x0083_X,13060,17434,3959
84,x0084_X,14004,17115,4392
85,x0085_X,13449,17611,4451
86,x0086_X,13850,19455,4370
87,x0087_X,14200,17400,4446
88,x0088_X,12714,16653,4044
89,x0089_X,10506,15655,3485
90,x0090_X,12662,17706,3562
91,x0091_X,10152,14618,3196
92,x0092_X,10868,16214,3299
93,x0093_X,11329,16107,3192
94,x0094_X,11194,16882,3550
95,x0095_X,11641,18287,3225
96,x0096_X,12051,19943,3784
97,x0097_X,10532,14888,3021
98,x0098_X,11923,16365,3843
99,x0099_X,11445,16746,3435
100,x0100_X,11734,18759,3698
101,x0101_X,12249,17180,3724
102,x0102_X,12127,17656,4147
103,x0103_X,12476,17228,3966
104,x0104_X,11834,16800,4006
105,x0105_X,12448,17335,4408
106,x0106_X,11643,16469,3514
107,x0107_X,11828,17507,4076
108,x0108_X,12087,16073,3971
109,x0109_X,11467,16935,3983
110,x0110_X,12416,16894,4101
111,x0111_X,11570,17005,4065
112,x0112_X,12290,18318,4108
113,x0113_X,12160,18576,3980
114,x0114_X,12607,19488,4490
115,x0115_X,11369,16697,3560
116,x0116_X,10341,14607,3493
117,x0117_X,12466,18249,3738
118,x0118_X,12721,17776,3433
119,x0119_X,12128,18563,3762
120,x0120_X,10711,18647,3027
121,x0121_X,13797,20110,4043
122,x0122_X,11611,18181,3619
123,x0123_X,11706,19132,3092
124,x0124_X,12381,19113,3222
125,x0125_X,10536,20886,3294
126,x0126_X,13936,20319,4248
127,x0127_X,10865,16191,3572
128,x0128_X,12012,20740,3833
129,x0129_X,13686,19670,4319
130,x0130_X,10288,16424,3178
131,x0131_X,10172,16996,3213
132,x0132_X,12948,18749,3814
133,x0133_X,13305,21062,3859
134,x0134_X,13204,18801,3773
135,x0135_X,12432,18718,3830
136,x0136_X,12710,18602,3404
137,x0137_X,14389,18456,4283
138,x0138_X,16003,22058,4717
139,x0139_X,14618,20849,4154
140,x0140_X,14977,17875,4276
141,x0141_X,14045,19188,4993
142,x0142_X,14728,20645,4813
143,x0143_X,14283,19253,4414
144,x0144_X,16055,20838,3862
145,x0145_X,15587,21550,4768
146,x0146_X,15107,20627,4452
147,x0147_X,15717,20195,4274
148,x0148_X,14208,18693,3955
149,x0149_X,15361,18847,4018
150,x0150_X,13390,18211,3644
151,x0151_X,12392,17149,3355
152,x0152_X,14073,18449,4063
153,x0153_X,15069,21227,3890
154,x0154_X,14400,21082,4139
155,x0155_X,15408,20663,4970
156,x0156_X,15370,18529,4051
157,x0157_X,12276,18150,3504
158,x0158_X,15522,21972,4701
159,x0159_X,14124,20471,4465
160,x0160_X,13791,20683,4586
161,x0161_X,16196,21782,4800
162,x0162_X,13702,17191,3823
163,x0163_X,13684,21761,4458
164,x0164_X,16147,22229,4989
165,x0165_X,14787,21133,4550
166,x0166_X,15320,21193,4528
167,x0167_X,13921,20765,4374
168,x0168_X,16109,20223,4709
169,x0169_X,15731,21364,4810
170,x0170_X,15081,21314,4646
171,x0171_X,16128,22982,5143
172,x0172_X,12370,18575,4035
173,x0173_X,12045,18498,4702
174,x0174_X,14188,20454,4418
175,x0175_X,15346,23541,5069
176,x0176_X,15183,21169,4689
177,x0177_X,16441,22723,5686
178,x0178_X,14048,19898,4835
179,x0179_X,13299,18769,4247
180,x0180_X,14694,21368,5554
181,x0181_X,14138,20804,4118
182,x0182_X,12892,20516,3720
183,x0183_X,12619,20109,3857
184,x0184_X,13506,17691,4048
185,x0185_X,12931,18836,4279
186,x0186_X,12250,17906,3514
187,x0187_X,11827,20637,3314
188,x0188_X,15354,20795,4037
189,x0189_X,14950,19531,4022
190,x0190_X,13223,20750,4530
191,x0191_X,14980,19805,4275
192,x0192_X,13775,20553,5012
193,x0193_X,11380,16009,3487
194,x0194_X,11529,19078,3846
195,x0195_X,14247,21384,4839
196,x0196_X,11051,16127,3450
197,x0197_X,12688,17381,3601
198,x0198_X,11590,18167,3396
199,x0199_X,11228,15715,3438
200,x0200_X,12832,18838,3841
201,x0201_X,12504,19771,4040
202,x0202_X,13044,21013,3893
203,x0203_X,12912,20792,3697
204,x0204_X,13384,21720,4517
205,x0205_X,14791,22083,4454
206,x0206_X,11912,19197,3607
207,x0207_X,12496,19464,4086
208,x0208_X,12032,16473,3880
209,x0209_X,13153,21277,4351
210,x0210_X,16023,22321,4434
211,x0211_X,10819,17613,3194
212,x0212_X,12420,18273,3498
213,x0213_X,12333,21818,3524
214,x0214_X,13426,20321,3928
215,x0215_X,10996,16911,2721
216,x0216_X,13500,20018,4157
217,x0217_X,13048,16932,3690
218,x0218_X,10399,14404,2692
219,x0219_X,11391,17225,3262
220,x0220_X,12014,19772,3194
221,x0221_X,12866,21519,3841
222,x0222_X,13771,22312,4103
223,x0223_X,12643,18217,3331
224,x0224_X,13401,23135,4505
225,x0225_X,10128,17952,3045
226,x0226_X,14018,21567,3755
227,x0227_X,12865,17210,3336
228,x0228_X,12039,21237,3309
229,x0229_X,12469,19464,3578
230,x0230_X,13429,22527,3947
231,x0231_X,12621,20869,3638
232,x0232_X,11992,19043,3681
233,x0233_X,12677,19823,3546
234,x0234_X,13200,18999,3579
235,x0235_X,12549,19417,3545
236,x0236_X,12843,20737,3548
237,x0237_X,12987,22159,3914
238,x0238_X,12445,20372,3768
239,x0239_X,10102,15955,2863
240,x0240_X,12297,20200,3818
241,x0241_X,12192,20851,3813
242,x0242_X,12786,19844,4226
243,x0243_X,11197,18523,3691
244,x0244_X,13917,20004,4029
245,x0245_X,13033,19810,3742
246,x0246_X,13177,22030,4133
247,x0247_X,12584,21798,3293
248,x0248_X,12115,18414,3401
249,x0249_X,11757,19792,3431
250,x0250_X,11707,18470,3234
251,x0251_X,12090,18290,3290
252,x0252_X,12204,17568,3124
253,x0253_X,11617,16940,3069
254,x0254_X,13509,19585,3491
255,x0255_X,12155,17685,3571
256,x0256_X,12448,17581,3382
