,Time,Lifetime distribution,Fit distributions,Terminus,Run
0,0.17003331382485598,1.649077654685929,1.7646651974710972,NR,run3
1,0.1994039639654238,1.387581027670628,1.3084624840292802,NR,run3
2,0.22877461410599165,1.1375476782649019,1.0109782559628657,NR,run3
3,0.2581452642465596,0.912726693821276,0.8058818353499363,NR,run3
4,0.2875159143871274,0.7207401620926575,0.658298990226259,NR,run3
5,0.31688656452769526,0.5637949664590303,0.5484374302107845,NR,run3
6,0.3462572146682631,0.440084327753531,0.46437056837995744,NR,run3
7,0.3756278648088309,0.3453797029788168,0.3985558751771735,NR,run3
8,0.40499851494939876,0.27443455827340674,0.34602967072999163,NR,run3
9,0.4343691650899667,0.2220013087955337,0.3034145206211634,NR,run3
10,0.46373981523053454,0.183427858496314,0.2683461017443381,NR,run3
11,0.49311046537110237,0.15490815915463324,0.23912829597453727,NR,run3
12,0.5224811155116702,0.133503875359644,0.2145181325963952,NR,run3
13,0.551851765652238,0.11704723309996197,0.1935875027008443,NR,run3
14,0.5812224157928059,0.1040029377781626,0.17563180840631337,NR,run3
15,0.6105930659333737,0.0933311307312394,0.16010816155489854,NR,run3
16,0.6399637160739416,0.08436641383329609,0.14659267690656388,NR,run3
17,0.6693343662145094,0.07671375145166559,0.1347503938316933,NR,run3
18,0.6987050163550773,0.07015823791890126,0.12431372606558704,NR,run3
19,0.7280756664956453,0.0645875125521539,0.11506677994640843,NR,run3
20,0.757446316636213,0.059928549645819326,0.10683378058301737,NR,run3
21,0.7868169667767809,0.05610193957678783,0.09947041872526582,NR,run3
22,0.8161876169173486,0.052995871504465934,0.09285730406831388,NR,run3
23,0.8455582670579166,0.05045950097368259,0.08689495778707328,NR,run3
24,0.8749289171984843,0.04831248167354464,0.08149994351579515,NR,run3
25,0.9042995673390523,0.04636525390230973,0.07660184982073681,NR,run3
26,0.9336702174796202,0.0444437694694955,0.07214091619101647,NR,run3
27,0.9630408676201879,0.042412686752244376,0.06806615009344719,NR,run3
28,0.9924115177607559,0.040192333024557075,0.06433382214890915,NR,run3
29,1.0217821679013235,0.037766465651513904,0.06090625492956746,NR,run3
30,1.0511528180418916,0.035179728064345404,0.05775084156907547,NR,run3
31,1.0805234681824594,0.03252548254191704,0.05483924558422126,NR,run3
32,1.109894118323027,0.029926272498142458,0.05214674458629343,NR,run3
33,1.1392647684635953,0.027510380037052227,0.04965168900180266,NR,run3
34,1.168635418604163,0.02538862732888887,0.04733505329209954,NR,run3
35,1.1980060687447307,0.02363555684500124,0.045180062006074814,NR,run3
36,1.2273767188852984,0.022278328532282347,0.04317187671217458,NR,run3
37,1.2567473690258666,0.02129515365519799,0.04129733272024527,NR,run3
38,1.2861180191664343,0.02062309626356783,0.039544716728635174,NR,run3
39,1.315488669307002,0.02017304198637045,0.03790357827120875,NR,run3
40,1.3448593194475702,0.019848083692929546,0.03636456920670769,NR,run3
41,1.374229969588138,0.019560971784271533,0.034919306574726444,NR,run3
42,1.4036006197287056,0.01924684967391734,0.03356025500292689,NR,run3
43,1.4329712698692734,0.018869091632673328,0.03228062553791343,NR,run3
44,1.4623419200098415,0.018418156039529322,0.03107428832477858,NR,run3
45,1.4917125701504093,0.017905242244739467,0.02993569700641094,NR,run3
46,1.521083220290977,0.017353571494486804,0.02885982307540377,NR,run3
47,1.5504538704315451,0.0167900451121282,0.027842098706043223,NR,run3
48,1.5798245205721129,0.016239075633191557,0.026878366834844385,NR,run3
49,1.6091951707126806,0.015719089135663868,0.025964837456005953,NR,run3
50,1.6385658208532483,0.015241167334826257,0.025098049261302397,NR,run3
51,1.6679364709938165,0.01480891080637411,0.024274835888928852,NR,run3
52,1.6973071211343842,0.01441885323293701,0.023492296157917703,NR,run3
53,1.726677771274952,0.014061310906232177,0.02274776775815821,NR,run3
54,1.7560484214155196,0.013721975070286878,0.022038803944148144,NR,run3
55,1.7854190715560878,0.013384551942262115,0.021363152846107448,NR,run3
56,1.8147897216966555,0.013034322241984817,0.02071873906719113,NR,run3
57,1.8441603718372233,0.012661896126435339,0.020103647282038783,NR,run3
58,1.8735310219777914,0.012266053787102908,0.019516107591249093,NR,run3
59,1.9029016721183591,0.01185465125541232,0.01895448241976071,NR,run3
60,1.9322723222589269,0.011443145317112822,0.018417254775534953,NR,run3
61,1.9616429723994946,0.011051104324213046,0.01790301770917607,NR,run3
62,1.9910136225400628,0.010697755302303838,0.017410464835856163,NR,run3
63,2.0203842726806305,0.010397875315109203,0.016938381798686408,NR,run3
64,2.049754922821198,0.010159083389302995,0.016485638567950624,NR,run3
65,2.0791255729617664,0.009980980651747873,0.01605118248377467,NR,run3
66,2.108496223102334,0.009855911351469977,0.015634031961162913,NR,run3
67,2.137866873242902,0.009770655150337437,0.015233270786159341,NR,run3
68,2.1672375233834695,0.009708259080787115,0.01484804294041007,NR,run3
69,2.1966081735240377,0.009649453924953593,0.0144775478988043,NR,run3
70,2.2259788236646054,0.009573524215979195,0.014121036351312875,NR,run3
71,2.255349473805173,0.009458915790930358,0.013777806305761413,NR,run3
72,2.2847201239457413,0.009284100842901141,0.013447199533183978,NR,run3
73,2.314090774086309,0.00902918651512193,0.0131285983217001,NR,run3
74,2.3434614242268768,0.008678455919609218,0.012821422508625795,NR,run3
75,2.3728320743674445,0.008223571009045853,0.012525126763839378,NR,run3
76,2.4022027245080126,0.007666713302537906,0.012239198100334886,NR,run3
77,2.4315733746485804,0.007022675235469927,0.011963153590462882,NR,run3
78,2.460944024789148,0.006318975006426731,0.011696538268624034,NR,run3
