,Cstar factor
0,0.07428571428571429
1,0.031129032258064515
2,0.3125
3,0.1705
4,0.17692307692307693
5,0.2265
6,0.1673076923076923
7,0.08621621621621622
8,0.04863636363636363
9,0.10736842105263159
10,0.03363636363636364
11,0.06083333333333333
12,0.030666666666666672
13,0.095625
14,0.073
15,0.26535714285714285
16,0.061666666666666675
17,0.24275000000000002
18,0.28647058823529414
19,5.005
20,0.3803846153846153
21,0.27083333333333337
22,0.8299999999999997
23,5.005
24,0.3803846153846153
25,0.6212500000000001
26,0.8299999999999997
27,5.005
28,0.19695652173913045
29,1.18375
30,0.14545454545454545
31,0.7092857142857143
32,0.125
33,0.6325
34,0.05874999999999998
35,0.044561403508771934
36,0.070625
37,0.019326923076923075
38,0.08278846153846153
39,1.1362499999999998
40,0.11743243243243243
41,0.17679999999999998
42,0.03467741935483871
43,0.04
44,0.10613636363636364
45,0.04
46,0.06625
47,0.04
48,0.1443333333333333
49,0.10613636363636364
50,0.08475609756097562
51,0.179
52,0.05
53,0.11743243243243243
54,0.14921874999999998
55,0.052708333333333336
56,0.09666666666666665
57,0.10636363636363635
58,0.07725
59,0.08278846153846153
60,1.1362499999999998
61,0.11100000000000002
62,0.17679999999999998
63,0.083
64,0.06958333333333334
65,0.05639344262295082
66,0.07
67,0.083
68,0.051694915254237285
69,0.06625
70,0.05239583333333334
71,0.021500000000000002
72,0.05833333333333333
73,0.041
74,0.09009615384615384
75,0.025
76,0.01930769230769231
77,0.03176767676767677
78,0.09009615384615384
79,0.03186567164179104
80,0.018051948051948048
81,0.08035087719298244
82,0.03747663551401869
83,0.07051724137931034
84,0.09500000000000001
85,0.16379310344827588
86,0.07192307692307692
87,0.30718749999999995
88,0.17685185185185187
89,0.05210526315789474
90,0.07051724137931034
91,0.0276027397260274
92,0.17685185185185187
93,0.016666666666666666
94,0.08330357142857145
95,0.30718749999999995
96,0.028000000000000004
97,0.030000000000000006
98,0.16379310344827588
99,0.08035087719298244
100,0.0525
101,0.08884615384615385
102,0.01660714285714286
103,0.13999999999999999
104,0.028947368421052635
105,0.06958333333333334
106,0.07120689655172413
107,0.179
108,0.1443333333333333
109,0.0775
110,0.01790076335877863
111,0.007142857142857143
112,0.0199
113,0.06522388059701491
114,0.07
115,0.04376623376623377
116,0.06622641509433962
117,0.035
118,0.035
