,Cstar factor
119,0.0353061224489796
120,0.035
121,0.21
122,0.13318181818181818
123,0.065
124,0.09083333333333332
125,0.33615384615384614
126,0.05874999999999998
127,0.15973684210526318
128,0.13454545454545452
129,0.007619047619047621
130,0.006904761904761906
131,0.06083333333333333
132,0.073
133,0.13454545454545452
134,0.027954545454545458
135,0.03411111111111111
136,0.08347826086956522
137,0.095625
138,0.26535714285714285
139,0.5478571428571428
140,0.16521739130434784
141,0.10736842105263159
142,0.051250000000000004
143,0.07571428571428572
144,0.1522222222222222
145,0.06855263157894737
146,0.07075000000000001
147,0.2265
148,0.4164285714285714
149,0.07296875
150,0.07571428571428572
151,0.09361702127659575
152,0.19
153,0.07545454545454547
154,0.028125000000000004
155,0.045
156,0.03011627906976744
157,0.029999999999999995
158,0.21
159,0.09666666666666665
160,0.12882352941176473
161,0.05666666666666667
162,0.15043478260869567
163,0.15857142857142856
164,0.10242424242424242
165,0.1673076923076923
166,0.5478571428571428
167,0.028475177304964537
168,0.16736842105263158
169,0.33649999999999997
170,0.035
171,0.06
172,0.5327777777777778
173,0.7908333333333334
174,0.09153061224489796
175,0.10081395348837208
176,0.05029411764705883
177,0.0727906976744186
178,0.18210526315789474
179,0.047535211267605626
180,0.14136363636363636
181,0.029222222222222215
182,0.038313253012048194
183,0.06
184,0.13916666666666666
185,0.2963636363636364
186,0.08642857142857142
187,0.022812500000000003
188,0.09202702702702702
189,0.12944444444444442
190,1.18375
191,0.10636363636363635
192,0.5327777777777778
193,0.3166666666666667
194,0.7908333333333334
195,0.08940000000000001
196,0.10555555555555557
197,0.4125000000000001
198,0.5457142857142857
199,0.025555555555555554
200,0.01919117647058824
201,0.4125000000000001
202,0.1414705882352941
203,0.02484375
204,0.047535211267605626
205,0.18210526315789474
206,0.33649999999999997
207,0.16736842105263158
208,0.037500000000000006
209,0.0278125
210,0.02285714285714286
211,0.020000000000000004
212,0.05029411764705883
213,0.018928571428571433
214,0.028333333333333332
215,0.030000000000000002
216,0.035
217,0.02075
218,0.05888888888888888
219,0.02045454545454546
220,0.0225
221,0.11620689655172416
222,0.011923076923076925
223,0.0284251968503937
224,0.09392857142857143
225,0.012916666666666667
226,0.023048780487804878
227,0.0560759493670886
228,0.08423076923076923
229,0.03545
230,0.0912
231,0.28633333333333333
232,0.02712962962962963
233,0.055833333333333325
234,0.17907407407407408
235,0.1433333333333333
236,0.030692307692307696
237,0.034999999999999996
238,0.17907407407407408
239,0.1302941176470588
240,0.028125000000000004
241,0.01601190476190476
242,2.5
243,0.17357142857142857
244,0.23777777777777778
245,0.12911764705882353
246,0.9710000000000001
247,0.1084090909090909
248,2.5
249,0.015
250,0.04347222222222222
251,0.037222222222222226
252,0.014108910891089108
253,0.025
254,0.022500000000000003
255,0.034999999999999996
256,0.04933333333333333
257,0.18964285714285717
258,0.085
259,0.04
260,0.01
261,0.00944055944055944
262,1.6650000000000003
263,0.04875
264,0.035
265,0.015
266,1.6650000000000003
267,0.37454545454545446
268,0.19999999999999998
269,0.40772727272727277
270,4.555
271,0.07467213114754098
272,0.38
273,0.20630434782608695
274,4.555
275,0.134
276,0.04925
277,0.22105263157894728
278,1.23625
279,0.11471428571428569
280,0.050058823529411774
281,0.037954545454545456
282,0.9710000000000001
283,0.32266666666666666
284,1.6600000000000001
285,0.24473684210526314
286,5.005
287,0.5044444444444445
288,5.005
289,1.665
290,0.1592105263157895
291,0.24425000000000002
292,0.8300000000000001
293,1.665
294,5.005
295,0.0664
296,0.11620689655172416
297,0.04895061728395063
298,0.06828358208955224
299,0.5044444444444445
300,0.16653846153846155
301,0.09032608695652172
302,0.036145833333333335
303,0.0508695652173913
304,0.015000000000000001
305,0.09032608695652172
306,0.12980769230769232
307,0.03881944444444445
308,0.06872727272727272
309,0.026428571428571426
310,0.028461538461538465
311,0.08973684210526316
312,0.07363636363636365
313,1.24625
314,1.6600000000000001
315,5.005
316,0.40958333333333324
317,0.05
318,0.0996153846153846
319,1.545
320,0.12027777777777778
321,0.38
322,0.1592105263157895
323,0.13214285714285712
324,0.24175
325,0.0765
326,0.08918367346938774
327,0.05983333333333332
328,0.0508695652173913
329,0.08499999999999999
330,0.08804878048780489
331,0.051149425287356325
332,0.07
333,0.069
334,0.045
335,0.07625000000000001
336,0.12657894736842104
337,0.8300000000000001
338,0.28
339,0.035
340,0.1831818181818182
341,0.8300000000000001
342,0.3234615384615384
343,0.0385
344,0.09360465116279071
345,0.0763888888888889
346,0.043500000000000004
347,0.1444827586206896
348,0.06333333333333334
349,0.26458333333333334
350,0.13125
351,0.14839285714285716
352,0.18730769230769231
353,0.014117647058823526
354,0.015625
355,0.291875
356,0.18730769230769231
357,0.11763157894736846
358,0.23075
359,0.05957746478873239
360,0.11048780487804878
361,0.1264516129032258
362,1.2475
363,0.28
364,0.14666666666666667
365,0.09360465116279071
366,0.22794117647058823
367,1.2475
368,1.2475
369,0.14839285714285716
370,0.19705882352941173
371,0.26458333333333334
372,0.043500000000000004
373,0.045763888888888896
374,0.14666666666666667
375,0.0873333333333333
376,0.030346534653465346
377,0.4755
378,0.11785714285714285
379,0.05785714285714286
380,0.02
381,0.4755
382,0.03
383,0.07233870967741934
384,0.020999999999999998
385,0.08258928571428571
386,0.029615384615384616
387,0.04346153846153847
388,0.052719298245614034
389,0.0739090909090909
390,0.1196875
391,0.12184210526315789
392,0.1526785714285714
393,0.16653846153846155
394,0.1831818181818182
395,0.13879310344827586
396,0.26
397,0.4165
398,0.3142307692307692
399,0.11763157894736839
400,0.09431034482758618
401,0.03837837837837838
402,0.24805555555555556
403,0.13413043478260867
404,0.0997872340425532
405,0.015
406,0.040625
407,0.0625
408,0.020833333333333332
409,0.02196850393700787
410,0.11785714285714285
411,0.24125
412,0.064453125
413,0.24805555555555556
414,0.19500000000000003
415,0.09485714285714285
416,0.21099999999999997
417,0.14108695652173914
418,0.045
419,0.043333333333333335
420,0.07
421,0.395
422,0.07466666666666666
423,0.048
424,0.03125
425,0.12013157894736841
426,0.07466666666666666
427,0.16125000000000003
428,0.22794117647058823
429,0.13307692307692306
430,0.5425
431,0.29625
432,0.27222222222222225
433,0.3295
434,0.466
435,0.23261904761904761
436,0.07481818181818183
437,1.2475
438,0.04045454545454545
439,0.013439153439153436
440,0.07
441,0.016417910447761194
442,0.0374074074074074
443,0.05762820512820513
444,1.2475
445,0.20722222222222222
446,0.27222222222222225
447,0.291875
448,0.23261904761904761
449,0.11024999999999999
450,0.09977272727272729
451,0.06919354838709676
452,0.05671052631578947
453,0.11083333333333335
454,0.16153846153846155
455,0.04144230769230769
456,0.04313432835820895
457,0.08114285714285714
458,0.03
459,0.04608695652173913
460,0.043017241379310345
461,0.04971153846153845
462,0.05458333333333334
463,0.07378787878787879
464,0.015
465,0.026125000000000002
466,0.43250000000000005
467,0.09952380952380954
468,0.05157894736842106
469,0.03703488372093023
470,0.026875
471,0.075
472,0.0725
473,0.05016129032258065
474,0.16153846153846155
475,0.09108695652173912
476,0.43
477,0.2822222222222222
478,0.08114285714285714
479,0.22928571428571434
480,0.12758620689655173
481,0.5425
482,0.3295
483,0.395
484,0.0996153846153846
485,0.1773809523809524
486,0.12416666666666669
487,0.2515625
488,0.1088157894736842
489,0.2613888888888889
490,0.06857142857142857
491,0.08285714285714285
492,0.13738095238095238
493,0.027017543859649128
494,0.0803448275862069
495,0.04650000000000001
496,1.3075
497,0.1988461538461538
498,0.188125
499,0.23650000000000002
500,0.013287037037037035
501,0.023538461538461536
502,0.20500000000000002
503,1.3075
504,0.19692307692307692
505,0.05166666666666666
506,0.09108695652173912
507,0.075
508,0.0530701754385965
509,0.030598290598290598
510,0.05328571428571429
511,0.09977272727272729
512,0.23650000000000002
513,0.21550000000000002
514,0.466
515,0.06978260869565216
516,0.10976190476190477
517,0.11157894736842106
518,0.13738095238095238
519,0.12416666666666669
520,0.04650000000000001
521,0.08255555555555555
522,0.0634375
523,0.06857142857142857
524,0.07018181818181819
525,0.017275449101796406
526,0.17704545454545453
527,0.2613888888888889
528,0.011081081081081082
529,0.019818181818181815
530,0.2515625
531,0.080625
532,0.1773809523809524
533,0.19333333333333333
534,0.123125
535,0.07524390243902439
536,0.14108695652173914
537,0.2310714285714286
