,protid,P,S,C
313,x0313_ ,2131,4539,1845
314,x0314_ ,1756,4319,1675
315,x0315_ ,2028,4507,1850
316,x0316_ ,2052,4714,2012
317,x0317_ ,2025,4581,2040
318,x0318_ ,1999,4069,1807
319,x0319_ ,1857,4260,1758
320,x0320_ ,2103,4981,2096
321,x0321_ ,2147,4647,2117
322,x0322_ ,1939,4173,1889
323,x0323_ ,1911,4707,2028
324,x0324_ ,1850,4270,1630
325,x0325_ ,2087,4462,2097
326,x0326_ ,2118,4176,1834
327,x0327_ ,1735,3908,1738
328,x0328_ ,1915,3999,1712
329,x0329_ ,2070,4798,1910
330,x0330_ ,1909,4788,1949
331,x0331_ ,1837,4389,2030
332,x0332_ ,1855,4425,1848
333,x0333_ ,1763,4213,1774
334,x0334_ ,2050,4824,2037
335,x0335_ ,1967,4426,2122
336,x0336_ ,1755,4093,1778
337,x0337_ ,1844,4062,1844
338,x0338_ ,1700,3818,1622
339,x0339_ ,2025,4236,2124
340,x0340_ ,1881,3905,1840
341,x0341_ ,1751,4054,1821
342,x0342_ ,1781,3745,1734
343,x0343_ ,1866,3833,1804
344,x0344_ ,1800,3749,1832
345,x0345_ ,2017,4551,2078
346,x0346_ ,1931,4266,1804
347,x0347_ ,1837,3806,1860
348,x0348_ ,1671,3440,1675
349,x0349_ ,1760,3738,1762
350,x0350_ ,1715,3953,1835
351,x0351_ ,1733,4366,1902
352,x0352_ ,1774,3936,1793
353,x0353_ ,1628,3710,1683
354,x0354_ ,1753,3752,1755
355,x0355_ ,1639,3343,1573
356,x0356_ ,1929,3948,1873
357,x0357_ ,1655,3748,1737
358,x0358_ ,1790,3937,1776
359,x0359_ ,1934,4020,1921
360,x0360_ ,1857,4090,1803
361,x0361_ ,1627,3340,1588
362,x0362_ ,1614,3399,1542
363,x0363_ ,1536,3489,1530
364,x0364_ ,1932,4037,2032
365,x0365_ ,1935,4210,1983
366,x0366_ ,1803,3544,1793
367,x0367_ ,1802,3986,1838
368,x0368_ ,1677,3902,1681
369,x0369_ ,1796,3849,1858
370,x0370_ ,1777,3974,1875
371,x0371_ ,1616,3148,1564
372,x0372_ ,1834,3550,1756
373,x0373_ ,2246,4637,2028
374,x0374_ ,1668,3476,1526
375,x0375_ ,2242,4621,2182
376,x0376_ ,2068,4184,2004
377,x0377_ ,2342,4586,1983
378,x0378_ ,2388,4429,1961
379,x0379_ ,1931,3403,1806
380,x0380_ ,2031,4676,1939
381,x0381_ ,1975,3963,1688
382,x0382_ ,2518,4944,2129
383,x0383_ ,1696,4075,1732
384,x0384_ ,2187,4738,1986
385,x0385_ ,2065,4540,1910
386,x0386_ ,2236,4689,1853
387,x0387_ ,2118,4431,1836
388,x0388_ ,2172,4630,1976
389,x0389_ ,2129,4308,1819
390,x0390_ ,2070,4211,1847
391,x0391_ ,2316,4607,1988
392,x0392_ ,2385,4661,1999
393,x0393_ ,1721,4502,1652
394,x0394_ ,1677,4149,1677
395,x0395_ ,1653,3924,1563
396,x0396_ ,1752,3810,1578
397,x0397_ ,1566,4110,1584
398,x0398_ ,1674,4164,1665
399,x0399_ ,1504,3978,1421
400,x0400_ ,1574,4122,1564
401,x0401_ ,1691,4238,1697
402,x0402_ ,1854,4613,1789
403,x0403_ ,1755,4223,1648
404,x0404_ ,1955,4185,1861
405,x0405_ ,1931,4666,1918
406,x0406_ ,2115,4307,1963
407,x0407_ ,1814,3874,1815
408,x0408_ ,1866,4794,1986
409,x0409_ ,1793,4429,1906
410,x0410_ ,2124,4701,2086
411,x0411_ ,1962,4726,2090
412,x0412_ ,1978,4156,2122
413,x0413_ ,2223,4706,2251
414,x0414_ ,2457,5033,2521
415,x0415_ ,2077,4435,2134
416,x0416_ ,2058,4401,2187
417,x0417_ ,2296,4525,2359
418,x0418_ ,2018,4387,2241
419,x0419_ ,2326,4870,2395
420,x0420_ ,2050,4659,2069
421,x0421_ ,2079,4589,2243
422,x0422_ ,2009,4482,2155
423,x0423_ ,1989,4611,2046
424,x0424_ ,2148,4536,2227
425,x0425_ ,1966,4650,2162
426,x0426_ ,2090,4707,1981
427,x0427_ ,1999,4549,1967
428,x0428_ ,2023,4424,2199
429,x0429_ ,2249,4859,2072
430,x0430_ ,2320,4471,2389
431,x0431_ ,2162,4777,1972
432,x0432_ ,2006,4624,2016
433,x0433_ ,2291,5044,2256
434,x0434_ ,2419,5151,2441
435,x0435_ ,2263,4763,2290
436,x0436_ ,2241,5003,2347
437,x0437_ ,2310,4938,2343
438,x0438_ ,2322,4707,2287
439,x0439_ ,2459,5048,2363
440,x0440_ ,2303,4998,2429
441,x0441_ ,2310,4692,2314
442,x0442_ ,2174,4859,2147
443,x0443_ ,2143,4321,2182
444,x0444_ ,2337,4982,2411
445,x0445_ ,1858,4448,1950
446,x0446_ ,2162,4700,2049
447,x0447_ ,2028,4799,2084
448,x0448_ ,1962,4637,2047
449,x0449_ ,2509,5328,2316
450,x0450_ ,2687,5445,2599
451,x0451_ ,2395,5089,2246
452,x0452_ ,2301,4852,2300
453,x0453_ ,2038,4648,1960
454,x0454_ ,2346,5449,2216
455,x0455_ ,2570,5354,2516
456,x0456_ ,2560,5444,2436
457,x0457_ ,2468,5573,2255
458,x0458_ ,2293,5078,2082
459,x0459_ ,2219,4889,2072
460,x0460_ ,2213,4467,1966
461,x0461_ ,2469,5206,2336
462,x0462_ ,2284,4863,2033
463,x0463_ ,2377,4937,2139
464,x0464_ ,2211,4911,2194
465,x0465_ ,2392,5215,2123
466,x0466_ ,2333,5311,2086
467,x0467_ ,2379,5173,2178
468,x0468_ ,2370,4873,2210
469,x0469_ ,2161,4965,2054
470,x0470_ ,2343,5285,2242
471,x0471_ ,2361,5344,2165
472,x0472_ ,2031,4610,1874
473,x0473_ ,2509,5134,2368
474,x0474_ ,2116,4480,2182
475,x0475_ ,2297,4693,2326
476,x0476_ ,2353,4974,2126
477,x0477_ ,2242,4567,2102
478,x0478_ ,2230,4273,2012
479,x0479_ ,2525,5029,2457
480,x0480_ ,2554,4793,2244
481,x0481_ ,2482,4880,2368
482,x0482_ ,2779,5426,2526
483,x0483_ ,2547,4629,2277
484,x0484_ ,2510,4924,2296
